rmse,rmse_raw,bytes,bytes_A,bytes_B,bytes_C,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_http,vdaf_ok_ratio,reject_ratio,dap_mode,batch_key,collect_id,method,suite_idx,epsilon,rho,mal_rate
0.9597559345075487,0.9597559345075487,70,64,6,0,16,0.0025179386138916016,2,6,0,2,0.24999999996875,36.92111218371823,0.9105119084212037,80.0,0.24840000000000004,pld,0.5,0.5906529564170884,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:00:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
3.151699960021234,3.151699960021234,173,96,13,64,34,0.001094818115234375,3,13,1,3,0.235294117633218,33.02102543965183,8.065987594205971,75.0,0.2897337600000001,pld,0.5,1.0906529564170884,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:05:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
2.6266750605211375,2.6266750605211375,206,128,14,64,38,0.0011892318725585938,4,14,1,4,0.26315789472299167,21.526779445132348,5.4296294909801786,70.0,0.33794545766400014,pld,0.5,1.5906529564170884,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:10:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
1.6576442868496444,1.6576442868496444,207,128,15,64,40,0.0029439926147460938,4,15,1,4,0.2499999999875,28.469160106188564,2.7423961978099127,75.0,0.3357826067349506,pld,0.5,2.0906529564170886,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:15:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
1.2851817981069047,1.2851817981069047,207,128,15,64,40,0.0021750926971435547,4,15,1,4,0.2499999999875,21.70493242609401,1.6388234613059942,80.0,0.33363359805184695,pld,0.5,2.5906529564170886,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:20:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
2.70769165421597,2.70769165421597,241,160,17,64,46,0.003931760787963867,5,17,1,5,0.26086956520604915,20.699816887769053,6.943507298389837,85.0,0.3314983430243152,pld,0.5,3.0906529564170886,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:25:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
3.6480285484500103,3.6480285484500103,207,128,15,64,40,0.004148960113525391,4,15,1,4,0.2499999999875,15.704743329869563,13.067781175740567,90.0,0.32937675362895963,pld,0.5,3.5906529564170886,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:30:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
2.0322986660868265,2.0322986660868265,207,128,15,64,40,0.001439809799194336,4,15,1,4,0.2499999999875,31.602830983089056,3.7111345092471475,90.0,0.3557268939192764,pld,0.5,4.090652956417088,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:35:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
1.612834498652764,1.612834498652764,208,128,16,64,42,0.0030400753021240234,4,16,1,4,0.23809523808390023,3.5607621125555484,2.509006508950105,95.0,0.3534502417981931,pld,0.5,4.590652956417088,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:40:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
1.5156519184687476,1.5156519184687476,243,160,19,64,50,0.004179954528808594,5,19,1,5,0.2399999999904,13.596217049819483,2.260468718788935,95.0,0.3511881602506847,pld,0.5,5.090652956417088,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:45:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
2.565575625503861,2.565575625503861,240,160,16,64,44,0.009865283966064453,5,16,1,5,0.272727272714876,9.845444394602616,6.318804897983385,95.0,0.3489405560250804,pld,0.5,5.590652956417088,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:50:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
2.4700273345120602,2.4700273345120602,242,160,18,64,48,0.0026671886444091797,5,18,1,5,0.24999999998958333,6.099352025628941,6.04898595648459,95.0,0.3467073364665199,pld,0.5,6.090652956417088,16.0,False,True,0.5,,False,,,offline,2025-01-01 00:55:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
2.797702422908632,2.797702422908632,208,128,16,64,42,0.001260995864868164,4,16,1,4,0.23809523808390023,13.351588378622234,7.802666525073213,90.0,0.40439943725454885,pld,0.5,6.590652956417088,16.0,False,True,0.5,,False,,,offline,2025-01-01 01:00:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
2.750690730451225,2.750690730451225,242,160,18,64,48,0.008040904998779297,5,18,1,5,0.24999999998958333,13.978332795376692,7.26541092875006,95.0,0.4018112808561198,pld,0.5,7.090652956417088,16.0,False,True,0.5,,False,,,offline,2025-01-01 01:05:00+00:00,,sa_htd_paper,1,0.5,0.2,0.1
