rmse,rmse_raw,bytes,bytes_A,bytes_B,bytes_C,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_http,vdaf_ok_ratio,reject_ratio,dap_mode,batch_key,collect_id,system_issues,method,suite_idx,epsilon,rho,mal_rate
2.5091296623461194,2.5091296623461194,226,32,2,192,12,0.0017800331115722656,1,2,3,2,0.6666666665555555,41.65122052904563,3.359925154184289,75.0,0.27,pld,1.0,1.0906529564170884,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:00:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
3.4100045790912445,3.554481941391581,210,64,18,128,44,0.0022351741790771484,2,18,2,2,0.18181818180991735,15.513475310517443,7.468328946840839,80.0,0.26827200000000007,pld,1.0,2.0906529564170886,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:05:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
2.8160837627798605,3.254302224930372,117,32,21,64,46,0.0021660327911376953,1,21,1,2,0.08695652173534972,21.10154869357669,7.367442162883748,85.0,0.2665550592000001,pld,1.0,3.0827034326215608,32.0,False,True,0.9920504762044722,,False,,,offline,2025-01-01 00:10:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
2.457771743621888,3.4046797405396463,205,32,45,128,96,0.0016319751739501953,1,45,2,2,0.062499999998697923,19.218731077953027,5.219515434026386,85.0,0.2878794639360001,pld,1.0,4.08270343262156,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:15:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
2.1591190538038805,2.3674088043142225,714,288,42,384,114,0.0019321441650390625,9,42,6,2,0.26315789473222534,15.960881677720224,3.2652491806703,85.0,0.31090982105088016,pld,1.0,4.941844346851083,32.0,False,True,0.8591409142295227,,False,,,offline,2025-01-01 00:20:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
1.1687415665661722,1.5984790119005206,590,384,14,192,58,0.003095865249633789,12,14,3,4,0.5172413792925089,14.402742211517785,1.2642299790237914,90.0,0.30891999819615457,pld,1.0,5.933894823055555,32.0,False,True,0.9920504762044722,,False,,,offline,2025-01-01 00:25:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
1.5085593289112744,1.9640654885357365,551,512,39,0,110,0.0015430450439453125,16,39,0,2,0.2909090909038017,0.7008559232404752,2.1108663878086142,90.0,0.33363359805184695,pld,1.0,6.933894823055555,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:30:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
1.8748038622177727,2.5302488533620626,470,384,22,64,70,0.004487037658691406,12,22,1,4,0.3714285714179592,16.511407843023285,2.959843720204697,95.0,0.3314983430243152,pld,1.0,7.933894823055555,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:35:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
1.682886358868257,3.4867556162721494,615,256,39,320,104,0.0016090869903564453,8,39,5,3,0.24999999999519232,0.42900687327441567,2.1556547223717195,95.0,0.3580182104662604,pld,1.0,8.925945299260027,32.0,False,True,0.9920504762044722,,False,,,offline,2025-01-01 00:40:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
2.824124810129703,3.3685933362052305,801,448,33,320,104,0.0020380020141601562,14,33,5,4,0.36538461537758876,14.637810322992813,6.5893252497555554,95.0,0.38665966730356127,pld,1.0,9.925945299260027,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:45:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,3,1.0,0.15,0.0
