rmse,var,resid_var,bytes,enc_ops,time_s,var_lap,method,suite_idx,epsilon,rho,mal_rate
2.395611220967249,40.48554116606089,3.3673215427419994,288,0,0.0008389949798583984,8.0,pure_ldp,1,0.5,0.2,0.1
3.444856545324674,13.973573744617264,7.4574159669864075,1056,0,0.0012080669403076172,8.0,pure_ldp,1,0.5,0.2,0.1
2.9883467979486897,27.968874854890846,8.91708509600668,1104,0,0.0017421245574951172,8.0,pure_ldp,1,0.5,0.2,0.1
3.1498418731624276,21.056515300974294,8.965810880446472,1296,0,0.0010080337524414062,8.0,pure_ldp,1,0.5,0.2,0.1
5.550553114535812,0.010928569937745006,21.319850814184246,1200,0,0.0007388591766357422,8.0,pure_ldp,1,0.5,0.2,0.1
1.8524443461984395,18.294116206428328,3.170148990768389,1392,0,0.0024929046630859375,8.0,pure_ldp,1,0.5,0.2,0.1
2.7292181893557217,0.10155171024545546,2.7414992642042284,1008,0,0.0006999969482421875,8.0,pure_ldp,1,0.5,0.2,0.1
2.5249143335859556,17.04376052190801,6.360607251393934,1680,0,0.0010187625885009766,8.0,pure_ldp,1,0.5,0.2,0.1
3.4197446311470276,6.730321628118262,11.68160072307818,1728,0,0.0020630359649658203,8.0,pure_ldp,1,0.5,0.2,0.1
2.961403444398551,15.94108671323453,8.395529209601568,1536,0,0.0010569095611572266,8.0,pure_ldp,1,0.5,0.2,0.1
2.922846563737497,2.588148814437455,6.941174277809427,1584,0,0.00092315673828125,8.0,pure_ldp,1,0.5,0.2,0.1
2.321206013273691,0.5756832151096645,3.9606970616032746,2928,0,0.0015270709991455078,8.0,pure_ldp,1,0.5,0.2,0.1
2.407634663196878,2.2093326025790256,3.4551338606937927,1392,0,0.0010030269622802734,8.0,pure_ldp,1,0.5,0.2,0.1
1.9092012543874428,0.043419327667127396,3.2536303958897705,1728,0,0.0015761852264404297,8.0,pure_ldp,1,0.5,0.2,0.1
2.1085882019071365,0.01721551569147931,2.5086487796504886,768,0,0.000843048095703125,8.0,pure_ldp,1,0.5,0.2,0.1
