rmse,rmse_raw,bytes,bytes_A,bytes_B,bytes_C,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,postprocess_enabled,postprocess_reason,postprocess_score,postprocess_alpha_scale,postprocess_proc_var_scale,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_http,vdaf_ok_ratio,reject_ratio,dap_mode,batch_key,collect_id,system_issues,method,suite_idx,epsilon,rho,mal_rate
2.313685285470912,2.313685285470912,226,32,2,192,12,0.0012149810791015625,1,2,3,2,0.6666666665555555,40.18267892418623,3.1239218146428023,70.0,0.2916,False,warmup(0/3),0.0,0.0,0.0,naive,2.0,2.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:00:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
3.4362587054439198,3.4362587054439198,210,64,18,128,44,0.0016016960144042969,2,18,2,2,0.18181818180991735,13.96240672295873,7.054837778761071,70.0,0.31492800000000004,False,warmup(1/3),0.0,0.0,0.0,naive,2.0,4.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:05:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
2.8968318436394984,2.8968318436394984,210,128,18,64,46,0.0013489723205566406,4,18,1,2,0.21739130433837428,27.667206525261,8.373923951683329,65.0,0.3673320192000001,False,warmup(2/3),0.0,0.0,0.0,naive,2.0,6.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:10:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
3.434209406530776,3.434209406530776,453,288,37,128,96,0.002032041549682617,9,37,2,4,0.22916666666189237,22.51684131877481,9.262467364830867,65.0,0.39671858073600014,True,score=0.80; sparsity:85%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,2.0,8.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:15:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
2.376091534564031,2.4438072455816626,838,416,38,384,114,0.0017406940460205078,13,38,6,4,0.3333333333274854,11.553547476335527,3.901025533082901,65.0,0.42845606719488016,True,score=0.80; sparsity:80%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,2.0,10.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:20:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
1.383799787925684,1.7783321881733947,1027,640,3,384,58,0.001814126968383789,20,3,6,7,0.8965517241070154,13.860906736832215,1.9090638434205602,65.0,0.46273255257047063,True,score=0.80; sparsity:91%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,2.0,12.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:25:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
1.4878046391341775,1.8622104248074351,675,640,35,0,110,0.0018360614776611328,20,35,0,3,0.3636363636297521,0.8781899687962824,2.0475003242955356,65.0,0.4997511567761083,True,score=0.80; sparsity:85%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,2.0,14.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:30:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
2.0915878327633575,2.5924436059034255,749,672,13,64,70,0.001950979232788086,21,13,1,6,0.6285714285534695,16.597234597697874,3.9809832472170212,65.0,0.539731249318197,True,score=0.80; sparsity:85%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,2.0,16.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:35:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
2.1847354189689554,3.584331863753915,959,416,31,512,104,0.0019690990447998047,13,31,8,4,0.4038461538383876,1.501923977627998,4.352117970078351,65.0,0.55,True,score=1.10; sparsity:76%_entities<5_reports; privacy:budget=56.2%,1.1,0.39200000000000007,0.8600000000000001,naive,2.0,18.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:40:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
2.7412829746541107,2.988738677052794,1178,512,26,640,104,0.0022068023681640625,16,26,10,7,0.49999999999038464,13.941088308846838,6.409935199016086,70.0,0.5464800000000002,True,score=1.10; sparsity:80%_entities<5_reports; privacy:budget=62.5%,1.1,0.39200000000000007,0.8600000000000001,naive,2.0,20.0,32.0,False,True,2.0,,False,,,offline,2025-01-01 00:45:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,7,2.0,0.2,0.1
