method,suite_idx,epsilon,rho,mal_rate,rounds,rmse_last,rmse_mean,rmse_std,var_mean,resid_var_mean,bytes_mean,enc_ops_mean,time_s_mean
fed_sense,2,0.5,0.25,0.3,60638,15.454449197121603,12.225671097049112,18.267917480484886,98.89772319098928,441.5066203995794,478.3938784260695,39.86615653550579,0.03417238369281824
dplp,2,0.5,0.25,0.3,60638,13.215457847215045,12.081635193068497,18.128792951800243,123.98229002983571,434.4433894929891,690.414987301692,0.0,0.00828352946122241
eptd,2,0.5,0.25,0.3,60638,26.468538471743265,22.974764714994613,27.875537613027795,3.676902415606968,516.9008790056214,521.7238035555263,0.0,0.0937611495344851
ud_ldp,2,0.5,0.25,0.3,60638,20.508528744619664,16.575476939380376,21.974288234599022,134.33698880037724,653.2263162212635,695.4371846037138,0.0,0.012836360212657142
random,2,0.5,0.25,0.3,60638,13.110301292827119,12.141945050974341,18.272557525338144,132.8407933646105,441.4570051672817,634.652330221973,0.0,0.004956240896821796
etbp_td,2,0.5,0.25,0.3,60638,21.843992309099544,20.537811604265144,25.23427205563279,273.1189418725816,572.4316465005643,463.6247897358092,173.85929615092846,0.008017214689497277
