method,suite_idx,epsilon,rho,mal_rate,rounds,rmse_last,rmse_mean,rmse_std,var_mean,resid_var_mean,bytes_mean,enc_ops_mean,time_s_mean
sa_htd_paper,2,0.5,0.25,0.3,17379,18.414252143827834,75.39708783280716,94.59438595514219,8293.560465440949,6471.040143267051,127.98935496864031,6.0,0.0011200476134493556
