rmse,rmse_raw,bytes,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,Kp,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_ok_ratio,reject_ratio,vdaf_http,dap_mode,batch_key,collect_id,bandit_profile,bandit_Q,method,suite_idx,epsilon,rho,mal_rate
1.4792781609833645,1.4792781609833645,192,12,0.0011792182922363281,3,3,0,1,1,0.124999999984375,37.94065518061291,1.7074809564115523,70.0,0.20995200000000003,pld,4.0,4.0906489564202,128.0,False,True,3.9999960000031116,,,,False,dryrun,2025-01-01 00:00:00+00:00,,balanced,0.24883313124649498,sa_htd_paper,8,4.0,0.2,0.1
3.402990341523964,3.5326485680988013,704,44,0.0026040077209472656,8,14,0,2,2,0.117647058816609,16.582429099872535,10.610963223178473,75.0,0.178848,pld,4.0,7.651459943914572,128.0,False,True,3.560810987494373,,,,False,dryrun,2025-01-01 00:05:00+00:00,,balanced,0.41628054060498865,sa_htd_paper,8,4.0,0.2,0.1
3.1126276237456705,3.3844616362362463,736,46,0.0016260147094726562,1,22,0,1,1,0.10526315788919667,22.650373953146254,9.575887182256116,75.0,0.19440000000000002,pld,4.0,11.697368661538306,128.0,False,True,4.0459087176237345,,,,False,dryrun,2025-01-01 00:10:00+00:00,,balanced,0.45089226060161014,sa_htd_paper,8,4.0,0.2,0.1
2.821608235971777,3.309432452743262,1536,96,0.001627206802368164,2,46,0,1,1,0.1499999999925,21.06917797847413,7.949318183020772,75.0,0.19440000000000002,pld,4.0,15.06310031827109,128.0,False,True,3.365731656732785,,,,False,dryrun,2025-01-01 00:15:00+00:00,,balanced,0.45342586741024155,sa_htd_paper,8,4.0,0.2,0.1
2.4872501102910913,2.8170508002388717,1824,114,0.001538991928100586,6,51,0,1,1,0.1499999999925,16.289797278910157,5.988045332384242,75.0,0.19440000000000002,pld,4.0,19.085807830890165,128.0,False,True,4.022707512619076,,,,False,dryrun,2025-01-01 00:20:00+00:00,,balanced,0.4567641012100686,sa_htd_paper,8,4.0,0.2,0.1
1.658321503665601,2.032873297906936,928,58,0.001611948013305664,3,26,0,1,1,0.13043478260302457,15.88171001107065,2.605575854821303,75.0,0.19440000000000002,pld,4.0,23.148088373539288,128.0,False,True,4.0622805426491215,,,,False,dryrun,2025-01-01 00:25:00+00:00,,balanced,0.44791267126459994,sa_htd_paper,8,4.0,0.2,0.1
1.9925139146582505,2.1764906347066098,1760,110,0.0015032291412353516,3,52,0,1,1,0.1499999999925,3.4377368441790246,3.8396810657749647,75.0,0.19440000000000002,pld,4.0,28.271001682006926,128.0,False,True,5.122913308467639,,,,False,dryrun,2025-01-01 00:30:00+00:00,,balanced,0.5047388287775759,sa_htd_paper,8,4.0,0.2,0.1
2.295612127531829,2.811409555592125,1120,70,0.0015993118286132812,1,34,0,1,1,0.1499999999925,17.881076078167606,5.2385944831651985,75.0,0.19440000000000002,pld,4.0,33.291177455865075,128.0,False,True,5.0201757738581465,,,,False,dryrun,2025-01-01 00:35:00+00:00,,balanced,0.49166332996268347,sa_htd_paper,8,4.0,0.2,0.1
2.076932322519594,3.5614513275473905,1664,104,0.001950979232788086,3,49,0,1,1,0.14285714285034012,3.154006225531689,4.1792966716660205,75.0,0.19440000000000002,pld,4.0,38.26199998138887,128.0,False,True,4.970822525523791,,,,False,dryrun,2025-01-01 00:40:00+00:00,,balanced,0.5427136201515345,sa_htd_paper,8,4.0,0.2,0.1
2.8574228510049253,3.1449795507176823,1664,104,0.0019321441650390625,6,46,0,2,2,0.1199999999952,15.389522090710718,8.112967732112267,75.0,0.19440000000000002,pld,4.0,42.42216587820121,128.0,False,True,4.160165896812344,,,,False,dryrun,2025-01-01 00:45:00+00:00,,balanced,0.5512181714576249,sa_htd_paper,8,4.0,0.2,0.1
