rmse,var,resid_var,bytes,enc_ops,time_s,var_lap,method,suite_idx,epsilon,rho,mal_rate
2.395611220967249,40.48554116606089,3.3673215427419994,288,0,0.000762939453125,8.0,pure_ldp,2,0.5,0.25,0.3
3.444856545324674,13.973573744617264,7.4574159669864075,1056,0,0.0009281635284423828,8.0,pure_ldp,2,0.5,0.25,0.3
2.9883467979486897,27.968874854890846,8.91708509600668,1104,0,0.0018241405487060547,8.0,pure_ldp,2,0.5,0.25,0.3
6.8307670023331815,0.022507250578728367,29.477131455784907,1008,0,0.0007598400115966797,8.0,pure_ldp,2,0.5,0.25,0.3
5.550553114535812,0.010928569937745006,21.319850814184246,1200,0,0.0011739730834960938,8.0,pure_ldp,2,0.5,0.25,0.3
1.8524443461984395,18.294116206428328,3.170148990768389,1392,0,0.001049041748046875,8.0,pure_ldp,2,0.5,0.25,0.3
1.727333934604637,1.1970124508068682,2.6564918266479083,1632,0,0.0009520053863525391,8.0,pure_ldp,2,0.5,0.25,0.3
2.5249143335859556,17.04376052190801,6.360607251393934,1680,0,0.0021398067474365234,8.0,pure_ldp,2,0.5,0.25,0.3
3.4197446311470276,6.730321628118262,11.68160072307818,1728,0,0.0027923583984375,8.0,pure_ldp,2,0.5,0.25,0.3
2.961403444398551,15.94108671323453,8.395529209601568,1536,0,0.0025048255920410156,8.0,pure_ldp,2,0.5,0.25,0.3
2.922846563737497,2.588148814437455,6.941174277809427,1584,0,0.002228975296020508,8.0,pure_ldp,2,0.5,0.25,0.3
2.7571264824222546,3.7624852364489443,7.539384013956024,1296,0,0.0023679733276367188,8.0,pure_ldp,2,0.5,0.25,0.3
2.407634663196878,2.2093326025790256,3.4551338606937927,1392,0,0.0009660720825195312,8.0,pure_ldp,2,0.5,0.25,0.3
1.9092012543874428,0.043419327667127396,3.2536303958897705,1728,0,0.001062154769897461,8.0,pure_ldp,2,0.5,0.25,0.3
2.7403780214276474,3.1450131647777737,6.177498032778479,1344,0,0.002077817916870117,8.0,pure_ldp,2,0.5,0.25,0.3
2.401216686142538,2.321209154068931,4.586869640445332,1440,0,0.0009071826934814453,8.0,pure_ldp,2,0.5,0.25,0.3
3.6655149218885628,1.2301951326565403,7.232002935303471,912,0,0.002215862274169922,8.0,pure_ldp,2,0.5,0.25,0.3
2.131684268544428,0.48683342213192576,2.8719478871304984,1152,0,0.0010671615600585938,8.0,pure_ldp,2,0.5,0.25,0.3
3.2039005913975096,3.7910557678448664,6.5792084293934785,1200,0,0.0021932125091552734,8.0,pure_ldp,2,0.5,0.25,0.3
2.3909034385089725,1.513025114757247,5.624859834745487,1200,0,0.0009360313415527344,8.0,pure_ldp,2,0.5,0.25,0.3
3.441452924192737,0.8232459182549504,5.341155354983458,1632,0,0.0009860992431640625,8.0,pure_ldp,2,0.5,0.25,0.3
2.5953273361723106,0.9640808379184995,3.687244828621353,1536,0,0.001271963119506836,8.0,pure_ldp,2,0.5,0.25,0.3
3.224013677840679,3.269504390277724,9.490377496554323,1296,0,0.0009510517120361328,8.0,pure_ldp,2,0.5,0.25,0.3
3.976759495608549,1.5188440956062748,12.276010528616291,1776,0,0.0024750232696533203,8.0,pure_ldp,2,0.5,0.25,0.3
1.4751137401798549,4.2338919345816696e-26,2.133234960617723,528,0,0.0005581378936767578,8.0,pure_ldp,2,0.5,0.25,0.3
2.288442009936901,2.100699612822923,5.091516661340706,864,0,0.0009558200836181641,8.0,pure_ldp,2,0.5,0.25,0.3
2.858454302817716,4.985832844769891,7.862511642007887,1584,0,0.001043081283569336,8.0,pure_ldp,2,0.5,0.25,0.3
2.3818588914488585,3.416457872574565,5.666984056550595,1152,0,0.0009698867797851562,8.0,pure_ldp,2,0.5,0.25,0.3
3.6169338534823408,0.31110711214840486,5.826310706630623,528,0,0.001538991928100586,8.0,pure_ldp,2,0.5,0.25,0.3
4.546172475205774,5.401171646866443,18.31935769812099,1104,0,0.0009500980377197266,8.0,pure_ldp,2,0.5,0.25,0.3
3.3332063734364064,3.598275105004376,10.859116971879555,1104,0,0.0012409687042236328,8.0,pure_ldp,2,0.5,0.25,0.3
5.393355104038642,2.2453184878835195,24.584896253812833,1008,0,0.0026700496673583984,8.0,pure_ldp,2,0.5,0.25,0.3
5.090759707614663,0.20294476236676046,16.814842194152003,912,0,0.0020160675048828125,8.0,pure_ldp,2,0.5,0.25,0.3
3.0363332614829956,3.4414779144962564,8.545458760780367,1008,0,0.002505779266357422,8.0,pure_ldp,2,0.5,0.25,0.3
6.189632473114137,26.955754051448427,34.71763972922953,624,0,0.0024127960205078125,8.0,pure_ldp,2,0.5,0.25,0.3
4.702882067990762,13.601674042679496,21.533766087678348,672,0,0.0021522045135498047,8.0,pure_ldp,2,0.5,0.25,0.3
2.817273022510476,0.8979559160794895,5.935286036363226,432,0,0.0010209083557128906,8.0,pure_ldp,2,0.5,0.25,0.3
4.775113495481547,2.373434982909502,17.76866760867459,672,0,0.0009407997131347656,8.0,pure_ldp,2,0.5,0.25,0.3
2.79778133398111,0.00034317163832073256,6.124720343179047,528,0,0.0005931854248046875,8.0,pure_ldp,2,0.5,0.25,0.3
1.9626460224091116,3.6302462650004514,2.8776526074462208,624,0,0.0007991790771484375,8.0,pure_ldp,2,0.5,0.25,0.3
2.621287525314779,1.8552574000089619,4.872370165761472,672,0,0.0008690357208251953,8.0,pure_ldp,2,0.5,0.25,0.3
3.6221451214989533,3.459696956881507,7.133779086860614,960,0,0.0014119148254394531,8.0,pure_ldp,2,0.5,0.25,0.3
