method,rmse_mean,rmse_std,rmse_last,bytes_mean,time_s_mean
sa_htd_paper,3.0120915244249407,1.2088750448224728,2.7347431464064456,1086.912924638813,0.0013109787078662
fed_sense,3.887720893205047,3.531072882616579,2.5766363947218798,714.0866848887154,0.0055553953147688
dplp,4.140251707262816,3.4541146047024296,3.158815195828738,1123.2799687622023,0.0023860279725241
eptd,9.672857712654,2.4701896917572386,10.565755932468155,430.0903292984512,0.0026856190863801
ud_ldp,8.840164258075317,3.3978038804582305,6.991503781485795,1630.3693869582194,0.003415970291521
random,4.105113339228673,3.512408790832709,2.5260492076976497,791.8531823506443,0.0021696803192134
etbp_td,7.99088202995396,2.166810567112686,8.680231472564719,1630.3693869582194,0.0049512696331341
