rmse,rmse_raw,bytes,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,Kp,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_ok_ratio,reject_ratio,vdaf_http,dap_mode,batch_key,collect_id,bandit_profile,bandit_Q,method,suite_idx,epsilon,rho,mal_rate
1.1052468525863177,1.1052468525863177,192,12,0.0019190311431884766,3,3,0,1,1,0.124999999984375,37.594508466377164,1.124595598383744,75.0,0.19440000000000002,pld,2.0,2.0906509564186444,64.0,False,True,1.9999980000015558,,,,False,dryrun,2025-01-01 00:00:00+00:00,,balanced,0.29087565671142424,sa_htd_paper,6,2.0,0.15,0.0
3.234557328734217,3.392573518381301,704,44,0.0017430782318115234,8,14,0,2,2,0.117647058816609,15.622707014468661,9.838583358460047,75.0,0.19440000000000002,pld,2.0,3.9118426587934247,64.0,False,True,1.8211917023747803,,,,False,dryrun,2025-01-01 00:05:00+00:00,,balanced,0.3867075473622676,sa_htd_paper,6,2.0,0.15,0.0
3.176760332020888,3.4754831020618124,736,46,0.002148151397705078,1,22,0,1,1,0.10526315788919667,22.866790575716553,9.998886629074716,80.0,0.178848,pld,2.0,5.71633243538068,64.0,False,True,1.804489776587256,,,,False,dryrun,2025-01-01 00:10:00+00:00,,balanced,0.45090238941755506,sa_htd_paper,6,2.0,0.15,0.0
2.76860368816682,3.442487989962903,1536,96,0.0018322467803955078,2,46,0,1,1,0.1499999999925,20.166034565477013,7.647780799601262,80.0,0.19440000000000002,pld,2.0,7.438040488860144,64.0,False,True,1.721708053479464,,,,False,dryrun,2025-01-01 00:15:00+00:00,,balanced,0.4573359215926014,sa_htd_paper,6,2.0,0.15,0.0
2.5602398808001365,2.8720161919442737,1824,114,0.0015532970428466797,12,45,0,2,2,0.1499999999925,16.42347604510024,6.312975774387977,80.0,0.19440000000000002,pld,2.0,8.864524593755153,64.0,False,True,1.426484104895009,,,,False,dryrun,2025-01-01 00:20:00+00:00,,balanced,0.46176684220879394,sa_htd_paper,6,2.0,0.15,0.0
1.6989498285186104,2.1539405445714306,928,58,0.0016808509826660156,5,24,0,2,2,0.13043478260302457,15.727458785578325,2.7087622686394983,80.0,0.19440000000000002,pld,2.0,10.29322428626082,64.0,False,True,1.428699692505667,,,,False,dryrun,2025-01-01 00:25:00+00:00,,balanced,0.4541250623959083,sa_htd_paper,6,2.0,0.15,0.0
2.046525581761295,2.2307768592639294,1760,110,0.0015978813171386719,5,50,0,1,1,0.1499999999925,3.389076119641093,4.040569544702234,80.0,0.19440000000000002,pld,2.0,12.316505668919742,64.0,False,True,2.0232813826589218,,,,False,dryrun,2025-01-01 00:30:00+00:00,,balanced,0.5139379471085277,sa_htd_paper,6,2.0,0.15,0.0
2.300001164215524,2.8597988870346938,1120,70,0.0016248226165771484,3,32,0,2,2,0.1499999999925,17.608941029294606,5.228263232149083,80.0,0.19440000000000002,pld,2.0,14.375295547654758,64.0,False,True,2.0587898787350167,,,,False,dryrun,2025-01-01 00:35:00+00:00,,balanced,0.5000820177570553,sa_htd_paper,6,2.0,0.15,0.0
2.1088995251039413,3.6033163147962957,1664,104,0.003245830535888672,3,49,0,1,1,0.14285714285034012,3.100968094442069,4.320090069206027,85.0,0.178848,pld,2.0,16.422169148895406,64.0,False,True,2.046873601240648,,,,False,dryrun,2025-01-01 00:40:00+00:00,,balanced,0.565798889265896,sa_htd_paper,6,2.0,0.15,0.0
2.897737357566432,3.272549826633401,1664,104,0.010571002960205078,5,47,0,1,1,0.0799999999968,15.574644453361724,8.335870672006338,90.0,0.12519360000000002,pld,1.8,17.99201918123948,64.0,False,True,1.569850032344074,,,,False,dryrun,2025-01-01 00:45:00+00:00,,budget,1.4967585850054135,sa_htd_paper,6,2.0,0.15,0.0
2.874468179201624,3.2008228967258026,1536,96,0.003520965576171875,3,45,0,1,1,0.136363636357438,3.4252702904994945,8.231563076838794,95.0,0.178848,pld,2.0,19.596301221634402,64.0,False,True,1.6042820403949214,,,,False,dryrun,2025-01-01 00:50:00+00:00,,balanced,0.608596351026813,sa_htd_paper,6,2.0,0.15,0.0
2.1505326665369147,2.608409344138657,2816,176,0.005269765853881836,3,85,0,1,1,0.12499999999479167,3.1694095274105116,4.548596615195154,95.0,0.178848,pld,2.0,21.336816420512008,64.0,False,True,1.7405151988776046,,,,False,dryrun,2025-01-01 00:55:00+00:00,,balanced,0.6572677703227373,sa_htd_paper,6,2.0,0.15,0.0
