rmse,rmse_raw,bytes,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,Kp,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_ok_ratio,reject_ratio,vdaf_http,dap_mode,batch_key,collect_id,bandit_profile,bandit_Q,method,suite_idx,epsilon,rho,mal_rate
2.683140252288267,2.571863146348792,1216,76,0.001168966293334961,0,38,0,0,0,0.19999999999,16.300919659878932,7.135541063796876,97.0,0.24690355200000003,pld,4.6,19789.55089598076,128.0,True,True,2.6948161211698154,,,,False,dryrun,2025-01-24 20:50:00+00:00,,accuracy,89075.90866039634,sa_htd_paper,8,4.0,0.2,0.1
2.5621463182099924,3.1418719418708894,1888,118,0.0013511180877685547,6,53,0,1,1,0.2272727272623967,17.409849547980926,5.150322756452635,97.0,0.24690355200000003,pld,4.6,19792.35075326466,128.0,True,True,2.799857283902919,,,,False,dryrun,2025-01-24 20:55:00+00:00,,accuracy,89059.60643226496,sa_htd_paper,8,4.0,0.2,0.1
2.4176375835244084,2.883959188204272,1824,114,0.0014867782592773438,3,54,0,1,1,0.2272727272623967,19.437256282261462,5.286315413243172,97.0,0.2286144,pld,4.6,19795.559190013486,128.0,True,True,3.208436748823427,,,,False,dryrun,2025-01-24 21:00:00+00:00,,accuracy,89043.31017112028,sa_htd_paper,8,4.0,0.2,0.1
2.909191191903286,3.377674014758859,1120,70,0.0011751651763916016,0,35,0,0,0,0.2272727272623967,21.143136619324906,7.28315712409667,97.0,0.24690355200000003,pld,4.6,19798.35882102699,128.0,True,True,2.799631013507635,,,,False,dryrun,2025-01-24 21:05:00+00:00,,accuracy,89027.0198855503,sa_htd_paper,8,4.0,0.2,0.1
2.351639604170457,3.044293629387333,1856,116,0.0011980533599853516,1,57,0,1,1,0.21052631577839334,15.069489756244497,5.285969915964758,97.0,0.24690355200000003,pld,4.6,19801.135098301507,128.0,True,True,2.776277274515433,,,,False,dryrun,2025-01-24 21:10:00+00:00,,accuracy,89010.73553007304,sa_htd_paper,8,4.0,0.2,0.1
2.223361087605092,2.384212618312385,1408,88,0.001329183578491211,3,41,0,1,1,0.21739130433837428,23.824518778561732,4.541956137241638,97.0,0.24690355200000003,pld,4.6,19804.070988362633,128.0,True,True,2.935890061125446,,,,False,dryrun,2025-01-24 21:15:00+00:00,,accuracy,88994.45711501526,sa_htd_paper,8,4.0,0.2,0.1
2.5229870021198377,3.2041152584632555,1568,98,0.0012578964233398438,2,47,0,1,1,0.19999999999,11.030573851170335,6.357008540931212,97.0,0.24690355200000003,pld,4.6,19806.82077669064,128.0,True,True,2.749788328008431,,,,False,dryrun,2025-01-24 21:20:00+00:00,,accuracy,88978.18467434986,sa_htd_paper,8,4.0,0.2,0.1
3.0596070835224842,3.27996253132637,1312,82,0.0011649131774902344,2,39,0,1,1,0.2272727272623967,9.603879560773814,9.30226394374482,97.0,0.24690355200000003,pld,4.6,19809.548169901933,128.0,True,True,2.727393211290478,,,,False,dryrun,2025-01-24 21:25:00+00:00,,accuracy,88961.91818473162,sa_htd_paper,8,4.0,0.2,0.1
2.458183915714757,2.7477460651589594,1184,74,0.001196146011352539,2,35,0,1,1,0.19999999999,11.745980512294102,5.775105308149573,97.0,0.24690355200000003,pld,4.6,19812.252471825297,128.0,True,True,2.704301923364956,,,,False,dryrun,2025-01-24 21:30:00+00:00,,accuracy,88945.65764239887,sa_htd_paper,8,4.0,0.2,0.1
2.1736431703448353,2.6346810120418773,2048,128,0.0013110637664794922,3,61,0,1,1,0.1904761904671202,15.183063006376662,4.557708750227148,97.0,0.24690355200000003,pld,4.6,19815.06479217936,128.0,True,True,2.8123203540633908,,,,False,dryrun,2025-01-24 21:35:00+00:00,,accuracy,88929.40303879225,sa_htd_paper,8,4.0,0.2,0.1
2.95815982583382,3.345424844544766,1216,76,0.0012009143829345703,3,35,0,1,1,0.22222222220987653,14.46367654520632,8.616153269285942,97.0,0.24690355200000003,pld,4.6,19817.762079927743,128.0,True,True,2.6972877483810977,,,,False,dryrun,2025-01-24 21:40:00+00:00,,accuracy,88913.15438649594,sa_htd_paper,8,4.0,0.2,0.1
2.3035491458278745,2.7489420787967656,1120,70,0.0011630058288574219,5,30,0,1,1,0.1764705882249135,16.824445802216218,5.263676058781421,97.0,0.24690355200000003,pld,4.6,19820.53541285761,128.0,True,True,2.773332929869812,,,,False,dryrun,2025-01-24 21:45:00+00:00,,accuracy,88896.91165283836,sa_htd_paper,8,4.0,0.2,0.1
2.2654371444530725,2.3316567824937926,2272,142,0.0012650489807128906,3,68,0,1,1,0.21052631577839334,16.21947176884246,4.680307643160265,97.0,0.24690355200000003,pld,4.6,19823.293645919206,128.0,True,True,2.7582330615948774,,,,False,dryrun,2025-01-24 21:50:00+00:00,,accuracy,88880.6748547303,sa_htd_paper,8,4.0,0.2,0.1
2.695581121646015,3.1374225280114563,1920,120,0.0013608932495117188,2,58,0,1,1,0.19999999999,14.48173664794503,7.265983461303152,97.0,0.24690355200000003,pld,4.6,19826.11419937721,128.0,True,True,2.8205534580042286,,,,False,dryrun,2025-01-24 21:55:00+00:00,,accuracy,88864.44399017427,sa_htd_paper,8,4.0,0.2,0.1
1.906284867379464,2.16876639276613,992,62,0.00110626220703125,0,31,0,0,0,0.19999999999,15.08918483879872,3.6229176822343434,97.0,0.24690355200000003,pld,4.6,19829.197051575225,128.0,True,True,3.0828521980155235,,,,False,dryrun,2025-01-24 22:00:00+00:00,,accuracy,88848.21904092439,sa_htd_paper,8,4.0,0.2,0.1
2.160897919475139,2.9414536729581795,3040,190,0.0013370513916015625,4,91,0,1,1,0.21052631577839334,19.358938008933336,4.66899955877779,97.0,0.24690355200000003,pld,4.6,19831.971207661965,128.0,True,True,2.774156086740052,,,,False,dryrun,2025-01-24 22:05:00+00:00,,accuracy,88832.00002436645,sa_htd_paper,8,4.0,0.2,0.1
2.6473493464966658,2.739596197167473,3456,216,0.0013740062713623047,5,103,0,1,1,0.1904761904671202,16.02415159577286,6.736357871850889,97.0,0.24690355200000003,pld,4.6,19834.834076050058,128.0,True,True,2.8628683880923935,,,,False,dryrun,2025-01-24 22:10:00+00:00,,accuracy,88815.78694586159,sa_htd_paper,8,4.0,0.2,0.1
2.4391675965096873,2.9737480603359425,2784,174,0.0014951229095458984,1,86,0,1,1,0.2083333333246528,19.23164735558846,5.8742576700561395,97.0,0.2286144,pld,4.6,19840.779654697988,128.0,True,True,5.9455786479289925,,,,False,dryrun,2025-01-24 22:15:00+00:00,,accuracy,88799.57978247262,sa_htd_paper,8,4.0,0.2,0.1
2.589204409216071,2.982520843901179,2944,184,0.0014209747314453125,0,92,0,0,0,0.12499999999479167,16.691918450597967,6.667115888063091,97.0,0.163296,pld,4.0,19843.278294689135,128.0,True,True,2.498639991147243,,,,False,dryrun,2025-01-24 22:20:00+00:00,,balanced,234590.23303886296,sa_htd_paper,8,4.0,0.2,0.1
2.5977960885020255,2.8315984942582215,2080,130,0.001280069351196289,2,63,0,1,1,0.19999999999,19.699767603158172,6.491409078586874,97.0,0.24690355200000003,pld,4.6,19845.986892669644,128.0,True,True,2.7085979805085114,,,,False,dryrun,2025-01-24 22:25:00+00:00,,accuracy,88783.3785373348,sa_htd_paper,8,4.0,0.2,0.1
2.3944934939856117,2.6413956511635575,2400,150,0.001377105712890625,0,75,0,0,0,0.2083333333246528,16.946414048771114,5.728657830927869,97.0,0.24690355200000003,pld,4.6,19849.076083884745,128.0,True,True,3.08919121510045,,,,False,dryrun,2025-01-24 22:30:00+00:00,,accuracy,88767.18319520241,sa_htd_paper,8,4.0,0.2,0.1
2.283540729908094,2.3456369486999744,1120,70,0.0011370182037353516,0,35,0,0,0,0.21052631577839334,5.686993841496685,5.14370980899799,97.0,0.24690355200000003,pld,4.6,19851.807411571,128.0,True,True,2.7313276862544487,,,,False,dryrun,2025-01-24 22:35:00+00:00,,accuracy,88750.99380431684,sa_htd_paper,8,4.0,0.2,0.1
2.0867805483670625,2.020811041645046,1792,112,0.0011570453643798828,0,56,0,0,0,0.21052631577839334,20.037331676790426,4.337185565920371,97.0,0.24690355200000003,pld,4.6,19854.526364707588,128.0,True,True,2.71895313658782,,,,False,dryrun,2025-01-24 22:40:00+00:00,,accuracy,88734.8102511368,sa_htd_paper,8,4.0,0.2,0.1
2.2918676801178264,2.3877747503684263,2176,136,0.0012440681457519531,0,68,0,0,0,0.21052631577839334,18.743341804492328,5.243697052848371,97.0,0.24690355200000003,pld,4.6,19857.244029680478,128.0,True,True,2.717664972888779,,,,False,dryrun,2025-01-24 22:45:00+00:00,,accuracy,88718.63260293477,sa_htd_paper,8,4.0,0.2,0.1
2.0066389800750777,2.8909833335249053,1152,72,0.00121307373046875,4,32,0,1,1,0.22222222220987653,18.95195429581655,3.775166191076215,97.0,0.24690355200000003,pld,4.6,19862.936674523375,128.0,True,True,5.692644842894998,,,,False,dryrun,2025-01-24 22:50:00+00:00,,accuracy,88702.46084452697,sa_htd_paper,8,4.0,0.2,0.1
2.2773363531436237,2.8467023743022986,2144,134,0.0012900829315185547,4,63,0,1,1,0.1904761904671202,16.300634962164484,5.170544295382395,97.0,0.24690355200000003,pld,4.6,19865.731770819413,128.0,True,True,2.795096296039488,,,,False,dryrun,2025-01-24 22:55:00+00:00,,accuracy,88686.29500043816,sa_htd_paper,8,4.0,0.2,0.1
2.6679926116225356,3.567938376932167,1376,86,0.0012311935424804688,0,43,0,0,0,0.19999999999,5.028458439488977,7.100268151788789,97.0,0.24690355200000003,pld,4.6,19868.549317451125,128.0,True,True,2.817546631711659,,,,False,dryrun,2025-01-24 23:00:00+00:00,,accuracy,88670.13514856267,sa_htd_paper,8,4.0,0.2,0.1
3.010866161855831,3.828209375080764,1312,82,0.001361846923828125,1,40,0,1,1,0.21052631577839334,14.018728777627485,8.425988750347129,97.0,0.24690355200000003,pld,4.6,19871.166475514543,128.0,True,True,2.6171580634198093,,,,False,dryrun,2025-01-24 23:05:00+00:00,,accuracy,88653.98108699353,sa_htd_paper,8,4.0,0.2,0.1
2.2778095707013795,2.339670443913487,1600,100,0.0012390613555908203,2,48,0,1,1,0.1904761904671202,3.66829910980253,4.975764882453795,97.0,0.24690355200000003,pld,4.6,19873.813749984387,128.0,True,True,2.6472744698448687,,,,False,dryrun,2025-01-24 23:10:00+00:00,,accuracy,88637.83298530441,sa_htd_paper,8,4.0,0.2,0.1
1.6473175095271422,1.9938396848270492,1952,122,0.0014710426330566406,9,52,0,2,2,0.19999999999,12.24162090445001,2.708060614448649,97.0,0.2286144,pld,4.6,19876.392695882587,128.0,True,True,2.5789458981991116,,,,False,dryrun,2025-01-24 23:15:00+00:00,,accuracy,88621.6906779673,sa_htd_paper,8,4.0,0.2,0.1
3.144776854748543,3.7731364938166463,1184,74,0.0012722015380859375,1,36,0,1,1,0.19999999999,5.002705644275957,9.85206677979859,97.0,0.24690355200000003,pld,4.6,19879.13583948851,128.0,True,True,2.743143605925015,,,,False,dryrun,2025-01-24 23:20:00+00:00,,accuracy,88605.55434996408,sa_htd_paper,8,4.0,0.2,0.1
