rmse,bytes,enc_ops,time_s,A_reports,B_reports,pickedA,Kp,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_ok_ratio,reject_ratio,vdaf_http,dap_mode,batch_key,collect_id,method,suite_idx,epsilon,rho,mal_rate
10.998485556990136,72,0,0.002033710479736328,0,6,0,0,0.0,28.50777283078707,80.39110339477996,90.0,0.162,naive,2.0,2.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:00:00+00:00,,sahtd,7,2.0,0.2,0.1
4.56091509677179,264,0,0.0028078556060791016,0,22,0,0,0.0,22.639093796891505,13.982233908941154,95.0,0.16096320000000003,naive,2.0,4.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:05:00+00:00,,sahtd,7,2.0,0.2,0.1
7.281100145266459,276,0,0.002415895462036133,0,23,0,0,0.0,15.876599427181974,44.81361289174333,95.0,0.15993303552000004,naive,2.0,6.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:10:00+00:00,,sahtd,7,2.0,0.2,0.1
4.966487962961113,576,0,0.0026438236236572266,0,48,0,0,0.0,32.42294122338162,16.56769762757615,95.0,0.15890946409267204,naive,2.0,8.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:15:00+00:00,,sahtd,7,2.0,0.2,0.1
3.277557912317585,684,0,0.0025959014892578125,0,57,0,0,0.0,15.734783909888591,8.879739920179789,95.0,0.15789244352247894,naive,2.0,10.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:20:00+00:00,,sahtd,7,2.0,0.2,0.1
2.7305821175137472,348,0,0.003454923629760742,0,29,0,0,0.0,26.856791066803,7.154411931171264,95.0,0.1568819318839351,naive,2.0,12.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:25:00+00:00,,sahtd,7,2.0,0.2,0.1
2.4618770421483696,660,0,0.0028150081634521484,0,55,0,0,0.0,5.76280483960247,5.47847516419272,95.0,0.15587788751987794,naive,2.0,14.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:30:00+00:00,,sahtd,7,2.0,0.2,0.1
7.86062200537224,428,4,0.002614736557006836,2,33,0,0,0.057142857141224496,10.314164133153671,56.97926239302109,95.0,0.15488026903975075,naive,2.0,16.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:35:00+00:00,,sahtd,7,2.0,0.2,0.1
1.3084540873522916,664,20,0.002463102340698242,10,42,0,0,0.19230769230399408,3.6106525854795097,1.5380124825824977,95.0,0.15388903531789638,naive,2.0,18.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:40:00+00:00,,sahtd,7,2.0,0.2,0.1
4.2542446268482825,624,0,0.00304412841796875,0,52,0,0,0.0,27.962281544792205,14.601287566904857,95.0,0.15290414549186188,naive,2.0,20.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:45:00+00:00,,sahtd,7,2.0,0.2,0.1
1.5999241873459333,576,0,0.0027129650115966797,0,48,0,0,0.0,7.785491537312598,2.462625725611041,95.0,0.15192555896071397,naive,2.0,22.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:50:00+00:00,,sahtd,7,2.0,0.2,0.1
3.20690448769071,1064,4,0.003119230270385742,2,86,0,0,0.022727272727014462,12.48691933768297,8.8448897163735,95.0,0.15095323538336541,naive,2.0,24.0,64.0,False,False,,,,,False,dryrun,2025-01-01 00:55:00+00:00,,sahtd,7,2.0,0.2,0.1
2.3725999987290685,348,0,0.0026519298553466797,0,29,0,0,0.0,7.66458709897433,4.562856735756005,95.0,0.14998713467691188,naive,2.0,26.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:00:00+00:00,,sahtd,7,2.0,0.2,0.1
3.258124882957511,732,0,0.002810955047607422,0,61,0,0,0.0,9.125808704699494,9.151670291741235,95.0,0.14902721701497967,naive,2.0,28.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:05:00+00:00,,sahtd,7,2.0,0.2,0.1
2.900123144819809,540,6,0.0025217533111572266,3,41,0,0,0.0681818181802686,10.248681121793139,7.327238049507395,95.0,0.14807344282608384,naive,2.0,30.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:10:00+00:00,,sahtd,7,2.0,0.2,0.1
2.4583074434240437,588,0,0.002479076385498047,0,49,0,0,0.0,7.2126511008718355,5.544563156384658,95.0,0.14712577279199693,naive,2.0,32.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:15:00+00:00,,sahtd,7,2.0,0.2,0.1
3.6614662872021726,528,0,0.002658843994140625,0,44,0,0,0.0,17.810002215925543,10.763984164589393,95.0,0.14618416784612817,naive,2.0,34.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:20:00+00:00,,sahtd,7,2.0,0.2,0.1
2.7696475212629634,288,0,0.002296924591064453,0,24,0,0,0.0,12.035173185077905,5.9734954818899135,95.0,0.14524858917191297,naive,2.0,36.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:25:00+00:00,,sahtd,7,2.0,0.2,0.1
3.8107693197378527,300,0,0.002476930618286133,0,25,0,0,0.0,17.6870519583278,12.318485617521652,95.0,0.14431899820121274,naive,2.0,38.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:30:00+00:00,,sahtd,7,2.0,0.2,0.1
2.3867862286125527,300,0,0.0023207664489746094,0,25,0,0,0.0,9.99664094837255,5.498168622649772,95.0,0.143395356612725,naive,2.0,40.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:35:00+00:00,,sahtd,7,2.0,0.2,0.1
3.4815233340741294,408,0,0.0026090145111083984,0,34,0,0,0.0,15.452896575684997,8.677620434364291,95.0,0.14247762633040356,naive,2.0,42.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:40:00+00:00,,sahtd,7,2.0,0.2,0.1
2.0574582396708063,384,0,0.0023882389068603516,0,32,0,0,0.0,10.136716024733266,3.2562330905606953,95.0,0.141565769521889,naive,2.0,44.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:45:00+00:00,,sahtd,7,2.0,0.2,0.1
2.4119711004326683,340,8,0.0022020339965820312,4,23,0,0,0.14814814814266117,10.767852189745211,5.643791984315578,95.0,0.14065974859694894,naive,2.0,46.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:50:00+00:00,,sahtd,7,2.0,0.2,0.1
3.6371983457844532,444,0,0.002572774887084961,0,37,0,0,0.0,14.811964183058159,12.791725449170913,95.0,0.13975952620592846,naive,2.0,48.0,64.0,False,False,,,,,False,dryrun,2025-01-01 01:55:00+00:00,,sahtd,7,2.0,0.2,0.1
4.534198120641169,408,0,0.0028188228607177734,0,34,0,0,0.0,19.258038082695393,17.23845859814873,95.0,0.13886506523821052,naive,2.0,50.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:00:00+00:00,,sahtd,7,2.0,0.2,0.1
3.3326419435655454,224,4,0.0022339820861816406,2,16,0,0,0.11111111110493826,14.427646431262039,10.153501632410176,95.0,0.13797632882068597,naive,2.0,52.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:05:00+00:00,,sahtd,7,2.0,0.2,0.1
5.6495264688052345,516,0,0.002705097198486328,0,43,0,0,0.0,19.650900931792552,27.802782175190234,95.0,0.13709328031623358,naive,2.0,54.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:10:00+00:00,,sahtd,7,2.0,0.2,0.1
3.46010971475994,288,0,0.0024089813232421875,0,24,0,0,0.0,16.320283034555462,10.80851570687311,95.0,0.1362158833222097,naive,2.0,56.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:15:00+00:00,,sahtd,7,2.0,0.2,0.1
1.4408890938115342,216,0,0.0016701221466064453,0,18,0,0,0.0,7.721142825389469,1.7053995588103052,95.0,0.1471131539879865,naive,2.0,58.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:20:00+00:00,,sahtd,7,2.0,0.2,0.1
3.7154033282904875,276,0,0.002263784408569336,0,23,0,0,0.0,24.801788669267673,12.59557110291016,95.0,0.1461716298024634,naive,2.0,60.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:25:00+00:00,,sahtd,7,2.0,0.2,0.1
3.9447761432337365,292,8,0.0023241043090820312,4,19,0,0,0.17391304347069944,20.276007705930496,14.15173607200241,95.0,0.14523613137172764,naive,2.0,62.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:30:00+00:00,,sahtd,7,2.0,0.2,0.1
3.229421412650321,252,0,0.0025081634521484375,0,21,0,0,0.0,27.01158276160226,10.254805119254083,95.0,0.14430662013094858,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:35:00+00:00,,sahtd,7,2.0,0.2,0.1
3.467930705278697,228,0,0.002148151397705078,0,19,0,0,0.0,32.180556291460015,9.908313739833025,95.0,0.14338305776211052,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:40:00+00:00,,sahtd,7,2.0,0.2,0.1
5.291368368911575,252,0,0.0024170875549316406,0,21,0,0,0.0,23.00201951719618,24.39539724629696,95.0,0.14246540619243303,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:45:00+00:00,,sahtd,7,2.0,0.2,0.1
3.302840270282142,156,0,0.0018699169158935547,0,13,0,0,0.0,21.626738576305375,10.317843866038292,95.0,0.15386263868782768,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:50:00+00:00,,sahtd,7,2.0,0.2,0.1
5.421664497998448,168,0,0.0021910667419433594,0,14,0,0,0.0,23.68159715493531,23.23019237989245,95.0,0.15287791780022558,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 02:55:00+00:00,,sahtd,7,2.0,0.2,0.1
5.240435910547973,108,0,0.001961231231689453,0,9,0,0,0.0,16.499730265516874,21.595578034027255,95.0,0.16510815122424363,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:00:00+00:00,,sahtd,7,2.0,0.2,0.1
3.7997843354793863,180,6,0.0020139217376708984,3,11,0,0,0.21428571427040816,31.061419908028427,12.156156112773004,95.0,0.17831680332218314,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:05:00+00:00,,sahtd,7,2.0,0.2,0.1
3.205758168707496,300,0,0.002007007598876953,0,25,0,0,0.0,13.599516833276027,10.02203661542916,95.0,0.1925821475879578,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:10:00+00:00,,sahtd,7,2.0,0.2,0.1
3.8562551958812934,156,0,0.0017919540405273438,0,13,0,0,0.0,9.17613753493219,12.991876071929497,95.0,0.20798871939499444,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:15:00+00:00,,sahtd,7,2.0,0.2,0.1
5.502693522966175,168,0,0.0020170211791992188,0,14,0,0,0.0,20.687687474005752,21.20676542146673,95.0,0.224627816946594,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:20:00+00:00,,sahtd,7,2.0,0.2,0.1
5.4654573416131385,240,0,0.0023453235626220703,0,20,0,0,0.0,22.49108569249109,22.119345314727035,95.0,0.22319019891813582,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:25:00+00:00,,sahtd,7,2.0,0.2,0.1
1.6915256773694465,108,0,0.0016808509826660156,0,9,0,0,0.0,4.441232366922775,2.558335087158741,95.0,0.2410454148315867,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:30:00+00:00,,sahtd,7,2.0,0.2,0.1
5.430964606455502,264,0,0.002288818359375,0,22,0,0,0.0,19.55274258907723,23.21195149076674,95.0,0.23950272417666457,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:35:00+00:00,,sahtd,7,2.0,0.2,0.1
8.21751139422529,168,0,0.001961946487426758,0,14,0,0,0.0,13.881352339737584,50.44393313395016,95.0,0.25866294211079777,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:40:00+00:00,,sahtd,7,2.0,0.2,0.1
4.5141615002637145,72,0,0.001634836196899414,0,6,0,0,0.0,24.89969319958621,14.782679335729325,95.0,0.2793559774796616,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:45:00+00:00,,sahtd,7,2.0,0.2,0.1
6.229503058586758,96,0,0.0017440319061279297,0,8,0,0,0.0,32.19466233611474,30.194706954688982,95.0,0.30170445567803456,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:50:00+00:00,,sahtd,7,2.0,0.2,0.1
6.976214283177567,96,0,0.0016651153564453125,0,8,0,0,0.0,45.30382817227239,29.942903501574364,95.0,0.32584081213227734,naive,2.0,64.0,64.0,False,False,,,,,False,dryrun,2025-01-01 03:55:00+00:00,,sahtd,7,2.0,0.2,0.1
