rmse,var,resid_var,bytes,enc_ops,time_s,iters,workers,entities,method,suite_idx,epsilon,rho,mal_rate
7.703224789349973,57.87373843028572,31.383426600228173,96,12,0.0051081180572509766,1,2,3,etbp_td,3,1.0,0.15,0.0
25.461736473517085,51.61230033955264,182.31478485135838,96,12,0.0010728836059570312,1,2,3,etbp_td,3,1.0,0.15,0.0
24.173030428927483,5.381950470065177,196.52453405506185,96,12,0.0011708736419677734,1,2,3,etbp_td,3,1.0,0.15,0.0
2.1759028124086046,40.446739590159744,4.734389973418609,96,12,0.0013630390167236328,1,2,3,etbp_td,3,1.0,0.15,0.0
0.5818103790416134,0.22405460926147572,0.2613797008798367,96,12,0.0014150142669677734,1,2,3,etbp_td,3,1.0,0.15,0.0
0.5877328362664731,0.14100358666742638,0.2256223675669333,96,12,0.0013298988342285156,1,2,3,etbp_td,3,1.0,0.15,0.0
3.087061470465958,10.552651293590491,8.468482673218773,96,12,0.0013859272003173828,1,2,3,etbp_td,3,1.0,0.15,0.0
1.5152931900611986,4.157246914764938,2.2752093298361227,96,12,0.0014069080352783203,1,2,3,etbp_td,3,1.0,0.15,0.0
4.197264555410218,20.85941317292892,13.190938724720995,96,12,0.001157999038696289,1,2,3,etbp_td,3,1.0,0.15,0.0
5.786840898682078,39.426404539167656,9.542378131803696,96,12,0.0010800361633300781,1,2,3,etbp_td,3,1.0,0.15,0.0
15.632288756115742,348.8344122113565,127.8733566905391,96,12,0.0010981559753417969,1,2,3,etbp_td,3,1.0,0.15,0.0
15.387501406256163,619.3464488908356,201.276207597801,96,12,0.0013277530670166016,1,2,3,etbp_td,3,1.0,0.15,0.0
163.3618311843153,25968.559260736914,19687.05313713736,96,12,0.0013020038604736328,1,2,3,etbp_td,3,1.0,0.15,0.0
60.6771514553849,499.01588524134644,1484.8404805043356,96,12,0.0011878013610839844,1,2,3,etbp_td,3,1.0,0.15,0.0
64.49118578304501,1251.406032145923,2074.9522167882596,96,12,0.0010840892791748047,1,2,3,etbp_td,3,1.0,0.15,0.0
44.99707170579499,3658.608387246795,1901.4874355354762,96,12,0.0012481212615966797,1,2,3,etbp_td,3,1.0,0.15,0.0
38.317520759671034,2109.8207618832766,596.7656244420227,96,12,0.0012488365173339844,1,2,3,etbp_td,3,1.0,0.15,0.0
38.723699581416156,488.34922465674464,948.988140569572,96,12,0.0012691020965576172,1,2,3,etbp_td,3,1.0,0.15,0.0
5.203880858139253,219.6815866532912,18.48180212111926,96,12,0.0012888908386230469,1,2,3,etbp_td,3,1.0,0.15,0.0
28.91013519721608,1278.9560216727589,835.40998321015,96,12,0.0011289119720458984,1,2,3,etbp_td,3,1.0,0.15,0.0
15.796026530500015,314.0818683398898,117.99019666514283,96,12,0.0010509490966796875,1,2,3,etbp_td,3,1.0,0.15,0.0
19.73605965020824,240.25000664654388,252.46964120212508,96,12,0.0013682842254638672,1,2,3,etbp_td,3,1.0,0.15,0.0
18.913297115807758,25.100724270148564,128.97689825392283,96,12,0.0013110637664794922,1,2,3,etbp_td,3,1.0,0.15,0.0
22.572359673993432,118.07111103254756,355.07322415433345,96,12,0.0014450550079345703,1,2,3,etbp_td,3,1.0,0.15,0.0
9.823795727594227,33.165704077201724,67.15362529894821,96,12,0.0014688968658447266,1,2,3,etbp_td,3,1.0,0.15,0.0
9.271197817308723,57.386116502733564,50.23365012947901,96,12,0.0011107921600341797,1,2,3,etbp_td,3,1.0,0.15,0.0
4.679147130838535,14.8454678750383,11.165317672641763,96,12,0.0011680126190185547,1,2,3,etbp_td,3,1.0,0.15,0.0
2.6800975797419895,12.542766055464712,6.930774753892924,96,12,0.0013649463653564453,1,2,3,etbp_td,3,1.0,0.15,0.0
2.0818477159035504,0.24390072063100773,1.6089952226980222,96,12,0.0010118484497070312,1,2,3,etbp_td,3,1.0,0.15,0.0
1.154767658851406,0.9081608837848157,0.8985765572021269,96,12,0.0009942054748535156,1,2,3,etbp_td,3,1.0,0.15,0.0
0.5915342271061881,0.12664786278104234,0.21120748836079975,96,12,0.0012218952178955078,1,2,3,etbp_td,3,1.0,0.15,0.0
4.653741419194177,17.94349992721241,16.190853029180683,96,12,0.0012171268463134766,1,2,3,etbp_td,3,1.0,0.15,0.0
11.58892584192082,64.18243652413385,80.54756348365984,96,12,0.0012679100036621094,1,2,3,etbp_td,3,1.0,0.15,0.0
4.676933868550583,611.2076273284591,20.965011328564657,96,12,0.0012388229370117188,1,2,3,etbp_td,3,1.0,0.15,0.0
11.188878850391296,747.5226541295009,22.98398785972306,96,12,0.0014700889587402344,1,2,3,etbp_td,3,1.0,0.15,0.0
42.358451071263495,1878.8968804530557,1316.0744718280387,96,12,0.0017747879028320312,1,2,3,etbp_td,3,1.0,0.15,0.0
45.526327106491465,546.4856002121722,1687.7369569998652,96,12,0.001234292984008789,1,2,3,etbp_td,3,1.0,0.15,0.0
32.815911549610455,407.06485167640477,542.6634945352013,96,12,0.0012049674987792969,1,2,3,etbp_td,3,1.0,0.15,0.0
44.29205584523827,512.9810097877689,851.6962613274026,96,12,0.0010180473327636719,1,2,3,etbp_td,3,1.0,0.15,0.0
5.774277386556225,1063.9709269200923,11.83633094435474,96,12,0.0013079643249511719,1,2,3,etbp_td,3,1.0,0.15,0.0
37.55105703469452,693.8737693569768,908.2687184187653,96,12,0.0014128684997558594,1,2,3,etbp_td,3,1.0,0.15,0.0
31.26085718378272,507.03980897305377,600.4533025388529,96,12,0.0012598037719726562,1,2,3,etbp_td,3,1.0,0.15,0.0
24.09010994868429,0.21610618405733387,193.3739163087664,96,12,0.0010669231414794922,1,2,3,etbp_td,3,1.0,0.15,0.0
3.0491458556912305,96.98545253718105,8.424409395148233,96,12,0.0013241767883300781,1,2,3,etbp_td,3,1.0,0.15,0.0
13.1787504038337,210.86467431155836,65.54771344685037,96,12,0.0010249614715576172,1,2,3,etbp_td,3,1.0,0.15,0.0
4.348673910985411,17.595001858073445,13.522649208550455,96,12,0.00131988525390625,1,2,3,etbp_td,3,1.0,0.15,0.0
4.646180916245456,17.226829909808398,16.117897480257017,96,12,0.0014841556549072266,1,2,3,etbp_td,3,1.0,0.15,0.0
2.9912844551856606,8.928409368831916,7.50339879371095,96,12,0.001363992691040039,1,2,3,etbp_td,3,1.0,0.15,0.0
0.10108976976394542,0.7823170336095573,0.003414571173725966,96,12,0.0012731552124023438,1,2,3,etbp_td,3,1.0,0.15,0.0
0.11597839751399791,0.26274165953761175,0.011564632000572233,96,12,0.0013401508331298828,1,2,3,etbp_td,3,1.0,0.15,0.0
1.38791082008147,1.1973826891966146,1.0594617952236285,96,12,0.0013279914855957031,1,2,3,etbp_td,3,1.0,0.15,0.0
17.335583993141558,183.5480785015255,192.12105202880198,96,12,0.0012919902801513672,1,2,3,etbp_td,3,1.0,0.15,0.0
37.51519084171383,596.5546455489442,762.4347801675035,96,12,0.0010809898376464844,1,2,3,etbp_td,3,1.0,0.15,0.0
88.5203394648481,4615.887139576923,4851.893736112443,96,12,0.0010790824890136719,1,2,3,etbp_td,3,1.0,0.15,0.0
47.0463246847974,1942.0412636841438,1456.8061872911978,96,12,0.0010449886322021484,1,2,3,etbp_td,3,1.0,0.15,0.0
19.055828444243755,339.2092131086244,237.55036618638962,96,12,0.0012960433959960938,1,2,3,etbp_td,3,1.0,0.15,0.0
37.78696453396606,28.1281314499777,512.8048184776628,96,12,0.0010831356048583984,1,2,3,etbp_td,3,1.0,0.15,0.0
7.962996388778796,614.2062932616301,27.580383344801078,96,12,0.0013020038604736328,1,2,3,etbp_td,3,1.0,0.15,0.0
5.266013322263595,758.8756268861594,24.72247709715606,96,12,0.0013098716735839844,1,2,3,etbp_td,3,1.0,0.15,0.0
38.10603559375243,1143.6721128139868,959.7923190610996,96,12,0.0012810230255126953,1,2,3,etbp_td,3,1.0,0.15,0.0
36.6257714682949,1044.8749198993958,1265.453549455642,96,12,0.0013148784637451172,1,2,3,etbp_td,3,1.0,0.15,0.0
5.322801514628073,1105.3897557818987,13.35235190846111,96,12,0.001477956771850586,1,2,3,etbp_td,3,1.0,0.15,0.0
84.36578462332866,4729.743249880373,4538.421850296892,96,12,0.0012826919555664062,1,2,3,etbp_td,3,1.0,0.15,0.0
