rmse,rmse_raw,bytes,bytes_A,bytes_B,bytes_C,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_http,vdaf_ok_ratio,reject_ratio,dap_mode,batch_key,collect_id,method,suite_idx,epsilon,rho,mal_rate
2.4702867466072047,2.4702867466072047,130,128,2,0,12,0.0013937950134277344,4,2,0,2,0.6666666665555555,40.83432790127428,3.5370585941470916,70.0,0.2916,pld,4.0,4.090652956417088,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:00:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
3.2988034476821353,3.4496956538125105,148,0,20,128,44,0.0019440650939941406,0,20,2,0,0.09090909090495868,15.147400290076067,7.171029396034136,70.0,0.31492800000000004,pld,4.0,8.090652956417088,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:05:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
2.77093849347976,3.1633074425742054,86,0,22,64,46,0.002624034881591797,0,22,1,0,0.04347826086767486,20.45345520925538,7.201060261480981,75.0,0.31291246080000007,pld,4.0,12.090652956417088,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:10:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
2.6050468035167933,3.4040101666083817,205,32,45,128,96,0.005505800247192383,1,45,2,1,0.062499999998697923,19.835399223576466,6.152006775584018,80.0,0.3109098210508801,pld,4.0,16.090652956417088,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:15:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
2.1116590638026262,2.523437494236522,435,0,51,384,114,0.004433870315551758,0,51,6,0,0.10526315789289013,15.936980889675876,3.0342806748690228,85.0,0.3089199981961545,pld,4.0,20.090652956417088,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:20:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
1.1611458572368347,1.7133063098809407,311,96,23,192,58,0.005658864974975586,3,23,3,2,0.20689655171700358,14.256248737720334,1.2635910024705643,90.0,0.3069429102076992,pld,4.0,24.090652956417088,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:25:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
1.4274198890120795,1.922126573939358,210,160,50,0,110,0.0046961307525634766,5,50,0,1,0.09090909090743803,0.5754168723853488,1.913875769810368,95.0,0.30497847558236996,pld,4.0,28.090652956417088,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:30:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
1.8576720877186972,2.6222739694831962,625,544,17,64,70,0.003251791000366211,17,17,1,4,0.5142857142710204,16.51209640409316,2.927507578236339,95.0,0.30302661333864284,pld,4.0,32.09065295641709,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:35:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
1.7035267205608113,3.5810575713798705,551,320,39,192,104,0.002916097640991211,10,39,3,2,0.24999999999519232,0.43364658122958377,2.2175528622201677,95.0,0.3010872430132756,pld,4.0,36.09065295641709,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:40:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
2.572826708464861,3.0127406364866345,832,480,32,320,104,0.001958131790161133,15,32,5,4,0.38461538460798816,13.87884889414827,5.506841358836462,95.0,0.3251742224543377,pld,4.0,40.09065295641709,128.0,False,True,4.0,,False,,,offline,2025-01-01 00:45:00+00:00,,sa_htd_paper,8,4.0,0.2,0.1
