method,rmse_mean,rmse_std,rmse_last,bytes_mean,time_s_mean
sa_htd_paper,2.9577755382768216,1.2326613135565714,2.845516530429953,1086.912924638813,0.00155635421884
fed_sense,3.880533469548532,3.53352619162384,2.5766363947218798,718.6192893401015,0.0071467615021061
dplp,3.8672652028152417,3.51622857018951,2.610338296368853,1123.2799687622023,0.0023831015652268
eptd,9.67285761639549,2.4701896983211715,10.565755003976152,430.0903292984512,0.0027220759341512
ud_ldp,8.840164258075323,3.3978038804582344,6.991503781485795,1630.3693869582194,0.0031171318889827
random,4.105113339228673,3.512408790832709,2.5260492076976497,791.8531823506443,0.0021010762807619
etbp_td,7.99088202995396,2.166810567112686,8.680231472564719,1630.3693869582194,0.0049642933139604
