rmse,rmse_raw,bytes,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,Kp,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_ok_ratio,reject_ratio,vdaf_http,dap_mode,batch_key,collect_id,bandit_profile,bandit_Q,method,suite_idx,epsilon,rho,mal_rate
1.501501832431704,1.501501832431704,192,12,0.001405954360961914,3,3,0,1,1,0.124999999984375,42.2725675626483,1.891161409947438,75.0,0.19440000000000002,pld,4.0,4.0906489564202,128.0,False,True,3.9999960000031116,,,,False,dryrun,2025-01-01 00:00:00+00:00,,balanced,0.27339090296645874,sa_htd_paper,8,4.0,0.2,0.1
3.4022389204646926,3.558897631940227,704,44,0.0015790462493896484,6,16,0,1,1,0.117647058816609,16.44943131444574,10.507289162395885,75.0,0.19440000000000002,pld,4.0,7.669502550717882,128.0,False,True,3.5788535942976822,,,,False,dryrun,2025-01-01 00:05:00+00:00,,balanced,0.3773031956377214,sa_htd_paper,8,4.0,0.2,0.1
3.180977264384542,3.498971608209706,736,46,0.0014500617980957031,1,22,0,1,1,0.10526315788919667,23.01234771931799,9.935214899642851,75.0,0.19440000000000002,pld,4.0,11.726966830856046,128.0,False,True,4.057464280138164,,,,False,dryrun,2025-01-01 00:10:00+00:00,,balanced,0.4215279759586974,sa_htd_paper,8,4.0,0.2,0.1
2.806993280046172,3.1722366050083877,1536,96,0.0015480518341064453,8,40,0,2,2,0.1499999999925,21.076560982799613,7.866548595613724,75.0,0.19440000000000002,pld,4.0,15.070007223834516,128.0,False,True,3.3430403929784696,,,,False,dryrun,2025-01-01 00:15:00+00:00,,balanced,0.4290881075287505,sa_htd_paper,8,4.0,0.2,0.1
2.540863869148701,2.8893938725355524,1824,114,0.003596067428588867,6,51,0,1,1,0.1499999999925,16.21544966706484,6.2772929488022005,80.0,0.178848,pld,4.0,18.899036622284427,128.0,False,True,3.829029398449911,,,,False,dryrun,2025-01-01 00:20:00+00:00,,balanced,0.4795818314949202,sa_htd_paper,8,4.0,0.2,0.1
1.7280400853894262,2.171151743126551,928,58,0.0016169548034667969,3,26,0,1,1,0.13043478260302457,15.948090861602694,2.8347210794678377,80.0,0.19440000000000002,pld,4.0,22.857985032830975,128.0,False,True,3.9589484105465473,,,,False,dryrun,2025-01-01 00:25:00+00:00,,balanced,0.4685477630465754,sa_htd_paper,8,4.0,0.2,0.1
1.9822478082587607,2.1667103206520766,1760,110,0.005300998687744141,3,52,0,1,1,0.1499999999925,3.4977943203739295,3.795100169794889,85.0,0.178848,pld,4.0,27.857385792088994,128.0,False,True,4.9994007592580205,,,,False,dryrun,2025-01-01 00:30:00+00:00,,balanced,0.5761732903711785,sa_htd_paper,8,4.0,0.2,0.1
2.309105765875633,2.835933404860367,1120,70,0.00579380989074707,1,34,0,1,1,0.099999999995,17.948349913246286,5.304650951794994,90.0,0.12519360000000002,pld,3.6,32.25544901192564,128.0,False,True,4.398063219836646,,,,False,dryrun,2025-01-01 00:35:00+00:00,,budget,0.8206228300661209,sa_htd_paper,8,4.0,0.2,0.1
2.104618514276716,3.562479564573541,1664,104,0.0018339157104492188,8,44,0,2,2,0.1904761904671202,3.1478465352289895,4.283521487337656,90.0,0.27216,pld,4.6,37.7565331406654,128.0,False,True,5.501084128739755,,,,False,dryrun,2025-01-01 00:40:00+00:00,,accuracy,0.9489401668199835,sa_htd_paper,8,4.0,0.2,0.1
2.8371538568437717,3.221229164584647,1664,104,0.001809835433959961,6,46,0,2,2,0.1199999999952,15.372768832321706,8.011516924124718,90.0,0.19440000000000002,pld,4.0,41.817397500606,128.0,False,True,4.060864359940603,,,,False,dryrun,2025-01-01 00:45:00+00:00,,balanced,0.5807449231675896,sa_htd_paper,8,4.0,0.2,0.1
2.7771217756958073,2.902100044602195,1536,96,0.0015721321105957031,3,45,0,1,1,0.136363636357438,3.3004122812149266,7.701437915733663,90.0,0.19440000000000002,pld,4.0,45.38364794784883,128.0,False,True,3.566250447242828,,,,False,dryrun,2025-01-01 00:50:00+00:00,,balanced,0.6027233858785398,sa_htd_paper,8,4.0,0.2,0.1
2.108937616324628,2.7310942543340264,2816,176,0.002624034881591797,3,85,0,1,1,0.12499999999479167,3.0079586248293144,4.381018730919787,95.0,0.178848,pld,4.0,48.75032905127762,128.0,False,True,3.3666811034287876,,,,False,dryrun,2025-01-01 00:55:00+00:00,,balanced,0.6293474164864497,sa_htd_paper,8,4.0,0.2,0.1
1.8103132625987595,2.2376254076624447,928,58,0.0016338825225830078,7,22,0,2,2,0.14285714285034012,3.3022787106789284,3.177786699151903,95.0,0.19440000000000002,pld,4.0,53.15454871326091,128.0,False,True,4.4042196619832925,,,,False,dryrun,2025-01-01 01:00:00+00:00,,balanced,0.6490225754293913,sa_htd_paper,8,4.0,0.2,0.1
2.230817020171916,2.5160936683959347,1952,122,0.0017521381378173828,2,59,0,1,1,0.12499999999479167,3.230886636141316,4.9287483927195055,95.0,0.19440000000000002,pld,4.0,57.25461157931251,128.0,False,True,4.100062866051598,,,,False,dryrun,2025-01-01 01:05:00+00:00,,balanced,0.6660197998625506,sa_htd_paper,8,4.0,0.2,0.1
