rmse,var,resid_var,bytes,enc_ops,time_s,A_reports,B_reports,pickedA,route_ratio,target_route_ratio,A_part_count,ldp_var_used,method,suite_idx,epsilon,rho,mal_rate
2.546263302756152,29.54153644610964,2.7783621917047743,96,0,0.004106998443603516,0,6,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.680701699551476,12.79132516910549,9.224242123022025,352,0,0.0049037933349609375,0,22,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.5353681719519816,19.083234601612066,6.4210210970966255,368,0,0.004624843597412109,0,23,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.3651549318626373,15.696088009412984,9.988574952082141,912,20,0.005912065505981445,10,17,9,0.37037037037037035,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
5.600796862821266,0.046455533929848865,21.57015437124611,1600,50,0.0026972293853759766,25,0,1,1.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
1.5950738482332474,13.150740849203354,2.518954532288593,464,0,0.004789829254150391,0,29,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.813295304156645,0.006810952196307567,2.4235595509916603,1344,42,0.003438234329223633,21,0,1,1.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.8271471829144423,11.96573761695531,7.961510145419585,992,18,0.005767822265625,9,26,10,0.2571428571428571,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.1644098752957377,5.197660342328622,9.985169374161826,960,16,0.005072832107543945,8,28,8,0.2222222222222222,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
4.49708224243948,0.01368389846273176,13.362349973751495,1280,40,0.0032320022583007812,20,0,1,1.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.9172679657043505,1.1561666665764538e-06,5.671164775366342,240,0,0.002274036407470703,0,15,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.7259764632531436,2.604581791858886,7.391382319758693,432,0,0.006361961364746094,0,27,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.392277484093673,1.9897879530345655,2.9178913713720385,464,0,0.006534099578857422,0,29,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
1.8725124384700425,1.183109942905632,3.4794800711255403,880,20,0.006316184997558594,10,15,9,0.4,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.0586455544946154,0.0028854389812238384,2.48862928130357,256,0,0.0031630992889404297,0,16,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.0878985832668495,0.04052338259990715,3.509643939291678,304,0,0.0026230812072753906,0,19,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.557033307158149,1.0309807661384531,6.41970270641947,304,0,0.005218029022216797,0,19,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.194509135831675,0.7457346879228738,2.6880951202119636,384,0,0.0059392452239990234,0,24,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.274776262060932,2.0126708058184737,5.528201067983841,400,0,0.006466865539550781,0,25,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.4856747055757342,1.5250965612710397,5.740062750746543,400,0,0.006625652313232422,0,25,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.4054840567898714,0.6393517693303579,5.404401834068319,544,0,0.008284807205200195,0,34,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.850584565570437,1.305688160654302,3.866392044907157,848,14,0.00847005844116211,7,25,9,0.21875,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.2035348860164747,3.1100257524824486,9.371314204973011,432,0,0.009252786636352539,0,27,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
4.01603538939827,1.1209765197176689,12.429083993447376,1360,32,0.008028984069824219,16,21,10,0.43243243243243246,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.1861214606561323,2.297353058713587,4.1587926732732265,368,0,0.008233070373535156,0,23,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.452353860062937,2.5286339238496014,5.904494118783375,288,0,0.0045909881591796875,0,18,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.88727051653651,4.033558753691735,7.908642557144967,528,0,0.015213966369628906,0,33,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.2901500797060175,2.850156129834375,5.24462390145361,384,0,0.007843017578125,0,24,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.80080773879342,0.11642628716301706,5.648990834651799,512,14,0.004958152770996094,7,4,3,0.6363636363636364,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
4.398235333816755,3.992713555061392,16.894512227027374,704,14,0.008302688598632812,7,16,8,0.30434782608695654,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
