rmse,var,resid_var,bytes,enc_ops,time_s,A_reports,B_reports,pickedA,route_ratio,target_route_ratio,A_part_count,ldp_var_used,method,suite_idx,epsilon,rho,mal_rate
2.546263302756152,29.54153644610964,2.7783621917047743,96,0,0.00405120849609375,0,6,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.680701699551476,12.79132516910549,9.224242123022025,352,0,0.0027959346771240234,0,22,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.5353681719519816,19.083234601612066,6.4210210970966255,368,0,0.002395153045654297,0,23,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.3651549318626373,15.696088009412984,9.988574952082141,912,20,0.0027320384979248047,10,17,9,0.37037037037037035,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
5.600796862821266,0.046455533929848865,21.57015437124611,1600,50,0.0014636516571044922,25,0,1,1.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
1.5950738482332474,13.150740849203354,2.518954532288593,464,0,0.006323099136352539,0,29,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.813295304156645,0.006810952196307567,2.4235595509916603,1344,42,0.003007173538208008,21,0,1,1.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.8271471829144423,11.96573761695531,7.961510145419585,992,18,0.002955913543701172,9,26,10,0.2571428571428571,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.1644098752957377,5.197660342328622,9.985169374161826,960,16,0.002588987350463867,8,28,8,0.2222222222222222,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
4.49708224243948,0.01368389846273176,13.362349973751495,1280,40,0.0017390251159667969,20,0,1,1.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.9172679657043505,1.1561666665764538e-06,5.671164775366342,240,0,0.0013599395751953125,0,15,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.7259764632531436,2.604581791858886,7.391382319758693,432,0,0.0032219886779785156,0,27,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.392277484093673,1.9897879530345655,2.9178913713720385,464,0,0.002638101577758789,0,29,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
1.8725124384700425,1.183109942905632,3.4794800711255403,880,20,0.0026938915252685547,10,15,9,0.4,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.0586455544946154,0.0028854389812238384,2.48862928130357,256,0,0.0017669200897216797,0,16,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.0878985832668495,0.04052338259990715,3.509643939291678,304,0,0.0013861656188964844,0,19,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.557033307158149,1.0309807661384531,6.41970270641947,304,0,0.005908966064453125,0,19,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.194509135831675,0.7457346879228738,2.6880951202119636,384,0,0.002805948257446289,0,24,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.274776262060932,2.0126708058184737,5.528201067983841,400,0,0.0027289390563964844,0,25,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.4856747055757342,1.5250965612710397,5.740062750746543,400,0,0.004309892654418945,0,25,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.4054840567898714,0.6393517693303579,5.404401834068319,544,0,0.004096031188964844,0,34,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
2.850584565570437,1.305688160654302,3.866392044907157,848,14,0.0029380321502685547,7,25,9,0.21875,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
3.2035348860164747,3.1100257524824486,9.371314204973011,432,0,0.0025589466094970703,0,27,0,0.0,0.08,0,1.9999999999979998,NewSAHTD,0,0.5,0.15,0.0
