rmse,rmse_raw,bytes,bytes_A,bytes_B,bytes_C,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_http,vdaf_ok_ratio,reject_ratio,dap_mode,batch_key,collect_id,system_issues,method,suite_idx,epsilon,rho,mal_rate
2.357944964117287,2.357944964117287,226,32,2,192,12,0.0027740001678466797,1,2,3,2,0.6666666665555555,40.70500947565748,3.0927258350741615,80.0,0.24840000000000004,pld,2.0,2.0906529564170886,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:00:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
3.216732586893991,3.3585518955616025,148,0,20,128,44,0.003740072250366211,0,20,2,1,0.09090909090495868,14.912464658787563,6.407906516451812,85.0,0.24681024000000007,pld,2.0,4.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:05:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
2.5946043129670286,2.9692807311224922,210,128,18,64,46,0.0030059814453125,4,18,1,2,0.21739130433837428,19.69184386993136,6.2527987578744435,90.0,0.2452306544640001,pld,2.0,6.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:10:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
2.6867444716028412,3.5050853270149593,205,32,45,128,96,0.002064228057861328,1,45,2,2,0.062499999998697923,20.036935020312605,6.62527164098549,90.0,0.2648491068211201,pld,2.0,8.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:15:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
2.0223917121339587,2.503014868276748,621,192,45,384,114,0.0015058517456054688,6,45,6,2,0.21052631578578027,15.73154815159187,2.779353069697705,90.0,0.28603703536680974,pld,2.0,10.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:20:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.1641432014535138,1.7824256129285763,404,192,20,192,58,0.0015320777893066406,6,20,3,4,0.31034482757550536,14.135497060417595,1.293756091636076,90.0,0.30891999819615457,pld,2.0,12.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:25:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.3654540947836817,1.833899341248694,551,512,39,0,110,0.0015218257904052734,16,39,0,2,0.2909090909038017,0.5083339826840991,1.7860059764410028,90.0,0.33363359805184695,pld,2.0,14.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:30:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.8854577061205675,2.5567516726375437,625,544,17,64,70,0.0018622875213623047,17,17,1,5,0.5142857142710204,16.38976564590194,3.1073860516697924,90.0,0.36032428589599474,pld,2.0,16.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:35:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.7053051968395478,3.533440711975616,799,576,31,192,104,0.0014467239379882812,18,31,3,4,0.4038461538383876,0.4733265945009231,2.2779205915609437,90.0,0.38915022876767436,pld,2.0,18.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:40:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
2.4836154775205745,2.9421083491900744,987,640,27,320,104,0.001725912094116211,20,27,5,6,0.48076923075998523,13.584271557030977,5.1796126661479915,90.0,0.42028224706908834,pld,2.0,20.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:45:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
2.607969354678585,2.9683488364205326,701,544,29,128,96,0.0050199031829833984,17,29,2,5,0.39583333332508686,0.6481748870278934,6.259229373373944,95.0,0.4175924406878462,pld,2.0,22.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:50:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.9196184140224493,2.7148317241638042,808,288,72,448,176,0.004767179489135742,9,72,7,5,0.1818181818161157,0.6597443215987538,3.2303259508953612,95.0,0.414919849067444,pld,2.0,24.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 00:55:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.7747239409403859,2.342713730742703,778,448,10,320,58,0.001850128173828125,14,10,5,5,0.6551724137705113,0.33208620500759195,2.5246268282531155,95.0,0.44811343699283956,pld,2.0,26.090652956417088,64.0,False,True,2.0,,False,,,offline,2025-01-01 01:00:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.8777060787597413,2.2356406213892863,621,448,45,128,122,0.003167867660522461,14,45,2,5,0.26229508196291323,0.32586578546570977,2.520722832801205,95.0,0.44524551099608545,pld,2.0,27.68791698114975,64.0,False,True,1.5972640247326626,,False,,,offline,2025-01-01 01:05:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.7492302622104783,2.386280557214103,729,512,25,192,88,0.001772165298461914,16,25,3,5,0.4318181818083678,0.241473069741253,2.4289190331171158,95.0,0.48086515187577233,pld,2.0,29.68791698114975,64.0,False,True,2.0,,False,,,offline,2025-01-01 01:10:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
1.8185819601998792,2.55932562823027,704,416,32,256,98,0.0016350746154785156,13,32,4,4,0.34693877550312374,0.23974387891807958,2.6469776530789777,95.0,0.5193343640258341,pld,2.0,31.68791698114975,64.0,False,True,2.0,,False,,,offline,2025-01-01 01:15:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
3.1754365108710387,3.523340820454254,480,320,32,128,88,0.0016949176788330078,10,32,2,6,0.2727272727210744,0.20193167029373887,5.951622199646087,95.0,0.55,pld,2.0,33.687916981149755,64.0,False,True,2.0,,False,,,offline,2025-01-01 01:20:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
2.7367219571915693,2.1680955920883735,619,224,11,384,48,0.001435995101928711,7,11,6,4,0.5416666666440972,0.22705889423516,3.9731878072240217,95.0,0.55,pld,2.0,35.687916981149755,64.0,False,True,2.0,,False,,,offline,2025-01-01 01:25:00+00:00,,"['BASE_BITS_A <= 11 makes quantization too coarse', 'A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes', 'C_BATCH_MAX >= 16 floods the C-route budget']",sa_htd_paper,7,2.0,0.2,0.1
