method,suite_idx,epsilon,rho,mal_rate,rounds,rmse_last,rmse_mean,rmse_std,var_mean,resid_var_mean,bytes_mean,enc_ops_mean,time_s_mean
sahtd,2,0.5,0.25,0.3,7683,3.55867564993483,3.4734727929497216,2.727176527698751,18.340014364500252,13.073309076960951,409.5530391774047,0.9803462189248991,0.002187344519930334
