rmse,var,resid_var,bytes,enc_ops,time_s,method,suite_idx,epsilon,rho,mal_rate
3.8370228309419785,37.60107949757225,3.6633960782911763,72,0,0.0030629634857177734,dplp,7,2.0,0.2,0.1
16.011814628467622,0.9024101670310726,197.55245849830575,72,0,0.0008997917175292969,dplp,7,2.0,0.2,0.1
1.957646926416391,163.38295542402565,2.932109062045404,72,0,0.0010008811950683594,dplp,7,2.0,0.2,0.1
4.952275289928872,0.103861702441711,17.05172814905579,48,0,0.0007891654968261719,dplp,7,2.0,0.2,0.1
0.5136540054952226,0.7717790072760207,0.2576798763588147,72,0,0.0008378028869628906,dplp,7,2.0,0.2,0.1
0.26416909352793083,0.4674053017199655,0.045373714096814184,72,0,0.0008893013000488281,dplp,7,2.0,0.2,0.1
0.8201511705032177,1.221282141101975,0.42116097109583045,72,0,0.0013709068298339844,dplp,7,2.0,0.2,0.1
0.8502895976370913,1.3445704918600494,0.17595939858409151,72,0,0.0009059906005859375,dplp,7,2.0,0.2,0.1
9.980323355448077,76.92394221604944,32.273473223543,72,0,0.0009198188781738281,dplp,7,2.0,0.2,0.1
0.7952665295776682,7.088153767123333,0.5897239583226369,72,0,0.0008571147918701172,dplp,7,2.0,0.2,0.1
14.810550527668008,114.98940632510447,201.2755914049205,72,0,0.0007791519165039062,dplp,7,2.0,0.2,0.1
14.167247206145422,10.643790811781791,144.77118937708977,72,0,0.0007381439208984375,dplp,7,2.0,0.2,0.1
35.219197064939095,475.7159765114837,942.3407497633776,72,0,0.0008959770202636719,dplp,7,2.0,0.2,0.1
33.388760477453665,40.03081332658511,670.3973548531649,72,0,0.0018775463104248047,dplp,7,2.0,0.2,0.1
35.83455658217654,141.94796612623648,862.0160401543243,72,0,0.0008270740509033203,dplp,7,2.0,0.2,0.1
13.407824927357948,898.3008778950169,148.84318281406348,72,0,0.0018761157989501953,dplp,7,2.0,0.2,0.1
23.520230060781845,4.679703025212257,452.8589679031611,72,0,0.0009229183197021484,dplp,7,2.0,0.2,0.1
22.97580365359482,2.252415789927675,495.3726695959402,48,0,0.0006880760192871094,dplp,7,2.0,0.2,0.1
6.8506692144644,95.88484848646397,41.274097165380596,72,0,0.0008757114410400391,dplp,7,2.0,0.2,0.1
4.296284876094668,107.2338202223928,9.51880954554881,72,0,0.0007879734039306641,dplp,7,2.0,0.2,0.1
20.812898668782427,0.25423127032084425,96.36411081491867,48,0,0.0005331039428710938,dplp,7,2.0,0.2,0.1
1.6831027781941836,221.44189661481695,1.406225721046584,72,0,0.0008120536804199219,dplp,7,2.0,0.2,0.1
7.722981576156118,0.2654337408082008,54.51611871517036,72,0,0.0013399124145507812,dplp,7,2.0,0.2,0.1
3.062274056601895,140.80643462279147,7.141454549815594,72,0,0.0008401870727539062,dplp,7,2.0,0.2,0.1
2.107864919623527,28.332096668776483,0.038697349909901264,72,0,0.0008499622344970703,dplp,7,2.0,0.2,0.1
9.150769827421552,2.336058730512718,62.909017320602494,72,0,0.0007617473602294922,dplp,7,2.0,0.2,0.1
0.717715786388644,12.818030505577829,0.4519601181148823,72,0,0.0008802413940429688,dplp,7,2.0,0.2,0.1
0.948799286614893,3.701140080123712,0.8673212293664586,72,0,0.0009510517120361328,dplp,7,2.0,0.2,0.1
0.7069406967776399,0.5422782773167745,0.40538049852071006,72,0,0.0007481575012207031,dplp,7,2.0,0.2,0.1
1.6438011483281043,0.0017460672151548883,0.9300311456000387,48,0,0.0007128715515136719,dplp,7,2.0,0.2,0.1
1.361277361393553,1.1252816031440913,0.9171740558483061,72,0,0.0007216930389404297,dplp,7,2.0,0.2,0.1
0.5802222328204343,16.901497535991258,0.2893285611830981,72,0,0.0007390975952148438,dplp,7,2.0,0.2,0.1
10.097877046071385,78.69519762801508,64.23535355877304,72,0,0.0010991096496582031,dplp,7,2.0,0.2,0.1
22.195461170752118,631.8947550463798,363.5132690533258,72,0,0.0007088184356689453,dplp,7,2.0,0.2,0.1
31.28677379423574,86.28004871995661,647.7672718419125,72,0,0.0007059574127197266,dplp,7,2.0,0.2,0.1
22.358131153842347,1652.8171387377852,188.55462144464843,72,0,0.0008220672607421875,dplp,7,2.0,0.2,0.1
18.709782922835196,158.19828672517707,349.97230233791123,72,0,0.0009069442749023438,dplp,7,2.0,0.2,0.1
30.047791995064873,367.4866754822765,448.9771065945531,72,0,0.000843048095703125,dplp,7,2.0,0.2,0.1
31.15606990813403,18.06475402030814,535.7591577822387,72,0,0.0007936954498291016,dplp,7,2.0,0.2,0.1
37.53059627524046,586.5858641890508,867.4148831315891,72,0,0.0007140636444091797,dplp,7,2.0,0.2,0.1
58.24610737544138,4059.983470016101,2382.798980509417,72,0,0.0007920265197753906,dplp,7,2.0,0.2,0.1
25.23827762679726,382.7350325098844,496.6975456681267,72,0,0.0006949901580810547,dplp,7,2.0,0.2,0.1
3.7525231319476564,192.55592530159288,13.987972756062286,72,0,0.0009605884552001953,dplp,7,2.0,0.2,0.1
3.249698192528317,58.81644288693096,7.898380555565975,72,0,0.0008401870727539062,dplp,7,2.0,0.2,0.1
4.131890792398611,41.86070792866791,12.994609378017282,72,0,0.0010678768157958984,dplp,7,2.0,0.2,0.1
1.8978745941201485,7.624907018665131,3.3098016455905177,72,0,0.0008320808410644531,dplp,7,2.0,0.2,0.1
4.222483454716751,17.54550033488138,12.798899776109039,72,0,0.0008299350738525391,dplp,7,2.0,0.2,0.1
3.2138549938807346,0.1349080877907374,7.223954295717132,72,0,0.000759124755859375,dplp,7,2.0,0.2,0.1
