method,suite_idx,epsilon,rho,mal_rate,rounds,rmse_last,rmse_mean,rmse_std,var_mean,resid_var_mean,bytes_mean,enc_ops_mean,time_s_mean
NewSAHTD,2,0.5,0.25,0.3,7683,2.2716323884032095,4.035528765980347,3.4762647395579873,5.886772006754984,8.978507663249486,338.0137966939997,0.35428868931407004,0.0037465507314181274
etbp_td,2,0.5,0.25,0.3,7683,9.03081727725046,8.774690191426224,2.220773096187108,33.14383447352702,29.55587932294787,988.5326044513862,123.56657555642327,0.0035465143472596288
eptd,2,0.5,0.25,0.3,7683,9.097304179178892,9.061968242599832,2.6083560592569293,29.467102158979447,30.544582753504642,290.045034491735,0.0,0.0030533716608176827
robust_b,2,0.5,0.25,0.3,7683,2.4706882569543103,4.0457600091429775,3.4808711685854905,7.7340586681542485,9.095246468525913,988.5326044513862,0.0,0.0022746702353345777
pure_ldp,2,0.5,0.25,0.3,7683,2.5326266869730074,4.060256224083881,3.4761273695707096,7.751764947834988,9.200673158198233,988.5326044513862,0.0,0.0012089966889798106
ud_ldp,2,0.5,0.25,0.3,7683,6.534744693770546,7.961236189669045,3.9372478841643033,21.053139348971854,38.07278183614111,988.5326044513862,0.0,0.0027631039764054754
dplp,2,0.5,0.25,0.3,7683,1.872918211821069,4.3083504284254515,3.421985183745796,9.24661822029933,10.602657194285348,691.6798125732136,0.0,0.0021975333998170074
