rmse,rmse_raw,bytes,bytes_A,bytes_B,bytes_C,enc_ops,time_s,A_reports,B_reports,C_reports,pickedA,route_ratio,var,resid_var,tau_percentile,A_budget_ratio,postprocess_enabled,postprocess_reason,postprocess_score,postprocess_alpha_scale,postprocess_proc_var_scale,accountant_mode,epsilon_round,epsilon_cum_window,epsilon_limit,filter_triggered,shuffle_used,epsilon_effective,geo_r_protect,vdaf_http,vdaf_ok_ratio,reject_ratio,dap_mode,batch_key,collect_id,system_issues,method,suite_idx,epsilon,rho,mal_rate
2.511661206859631,2.511661206859631,226,32,2,192,12,0.0011820793151855469,1,2,3,2,0.6666666665555555,39.015407572110014,4.769190228297003,70.0,0.2916,False,warmup(0/3),0.0,0.0,0.0,naive,1.0,1.0,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:00:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
3.5515504597629057,3.5515504597629057,334,192,14,128,44,0.0014417171478271484,6,14,2,2,0.3636363636198347,14.024394950864536,8.616905769240494,70.0,0.31492800000000004,False,warmup(1/3),0.0,0.0,0.0,naive,1.0,2.0,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:05:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
3.0828567302303176,3.0828567302303176,210,128,18,64,46,0.0015189647674560547,4,18,1,2,0.21739130433837428,28.560380973889995,9.502997938430601,70.0,0.3401222400000001,False,warmup(2/3),0.0,0.0,0.0,naive,1.0,3.0,32.0,False,True,0.9920504762044722,,False,,,offline,2025-01-01 00:10:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
3.4336528079429542,3.4336528079429542,453,288,37,128,96,0.001741170883178711,9,37,2,4,0.22916666666189237,22.73481498044324,8.885227044959771,70.0,0.3673320192000001,True,score=0.80; sparsity:85%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,4.0,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:15:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
2.4932950032816295,2.537458566139023,652,224,44,384,114,0.001645803451538086,7,44,6,3,0.22807017543459526,11.374135718348146,4.520465437235263,70.0,0.39671858073600014,True,score=0.80; sparsity:80%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,5.0,32.0,False,True,0.9920504762044722,,False,,,offline,2025-01-01 00:20:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
1.394262878874115,1.7857166118022887,808,544,8,256,58,0.0020368099212646484,17,8,4,6,0.7241379310095125,13.925796841977002,1.9341666789082759,70.0,0.42845606719488016,True,score=0.80; sparsity:91%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,6.0,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:25:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
1.5470774859364702,2.01411467946731,675,640,35,0,110,0.0018880367279052734,20,35,0,3,0.3636363636297521,1.0292738951301597,2.167132359150084,70.0,0.46273255257047063,True,score=0.80; sparsity:85%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,7.0,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:30:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
2.0886097388444114,2.48935838188337,749,672,13,64,70,0.0019881725311279297,21,13,1,6,0.6285714285534695,16.95755465283271,3.8419300515673918,70.0,0.4997511567761083,True,score=0.80; sparsity:85%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,8.0,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:35:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
1.9786350183266552,3.4017343987939315,1119,256,31,832,104,0.001973867416381836,8,31,13,4,0.4038461538383876,1.0046025712497881,3.412282632491546,70.0,0.539731249318197,True,score=0.80; sparsity:76%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,9.0,32.0,False,True,0.9920504762044722,,False,,,offline,2025-01-01 00:40:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
2.8029345761091644,3.0947577973009333,1147,480,27,640,104,0.0022840499877929688,15,27,10,6,0.48076923075998523,13.88497657082134,6.736359074656515,75.0,0.5362769693225606,True,score=0.80; sparsity:80%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,10.0,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:45:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
2.6626236725925763,2.8309505015912815,957,288,29,640,96,0.0021300315856933594,9,29,10,5,0.39583333332508686,1.1702389096153245,6.460206929213632,80.0,0.5328447967188963,True,score=0.80; sparsity:86%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,11.0,32.0,False,True,0.9920504762044722,,False,,,offline,2025-01-01 00:50:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
2.0993665103471777,2.782600818477263,1184,416,64,704,176,0.0025398731231689453,13,64,11,8,0.2727272727241735,1.0406335490150738,4.0191852584170675,85.0,0.5294345900198953,True,score=0.80; sparsity:83%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,12.0,32.0,False,True,1.0,,False,,,offline,2025-01-01 00:55:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
1.9363848068826623,2.3696817578324274,970,256,10,704,58,0.002008199691772461,8,10,11,5,0.6551724137705113,0.7007313604656554,2.7596027490502437,85.0,0.55,True,score=0.80; sparsity:90%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,13.0,32.0,False,True,0.8591409142295227,,False,,,offline,2025-01-01 01:00:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
2.0097053833526304,2.201936676885989,1003,192,43,768,122,0.0021009445190429688,6,43,12,6,0.29508196720827734,0.4659838088645598,3.193152731744098,90.0,0.5464800000000002,True,score=0.80; sparsity:88%_entities<5_reports,0.8,0.29600000000000004,0.68,naive,1.0,14.0,32.0,False,True,0.42957045711476133,,False,,,offline,2025-01-01 01:05:00+00:00,,['A_budget_ratio pinned at <=0.25; scheduler cannot re-balance routes'],sa_htd_paper,5,1.0,0.25,0.3
